trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
3S-ob_T01,06:48:00,06:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T01,06:49:00,06:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T01,06:51:00,06:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T01,06:51:00,06:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T01,06:52:00,06:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T01,06:53:00,06:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T01,06:53:00,06:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T01,06:54:00,06:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T01,06:56:00,06:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T01,06:57:00,07:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T01,07:01:00,07:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T01,07:02:00,07:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T01,07:03:00,07:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T01,07:04:00,07:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T01,07:05:00,07:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T01,07:06:00,07:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T01,07:07:00,07:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T01,07:07:00,07:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T01,07:09:00,07:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T01,07:12:00,07:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T01,07:12:00,07:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T01,07:15:00,07:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T01,07:24:00,07:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T01,07:26:00,07:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T02,07:48:00,07:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T02,07:49:00,07:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T02,07:51:00,07:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T02,07:51:00,07:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T02,07:52:00,07:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T02,07:53:00,07:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T02,07:53:00,07:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T02,07:54:00,07:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T02,07:56:00,07:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T02,07:57:00,08:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T02,08:01:00,08:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T02,08:02:00,08:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T02,08:03:00,08:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T02,08:04:00,08:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T02,08:05:00,08:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T02,08:06:00,08:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T02,08:07:00,08:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T02,08:07:00,08:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T02,08:09:00,08:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T02,08:12:00,08:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T02,08:12:00,08:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T02,08:15:00,08:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T02,08:24:00,08:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T02,08:26:00,08:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T03,08:48:00,08:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T03,08:49:00,08:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T03,08:51:00,08:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T03,08:51:00,08:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T03,08:52:00,08:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T03,08:53:00,08:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T03,08:53:00,08:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T03,08:54:00,08:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T03,08:56:00,08:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T03,08:57:00,09:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T03,09:01:00,09:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T03,09:02:00,09:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T03,09:03:00,09:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T03,09:04:00,09:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T03,09:05:00,09:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T03,09:06:00,09:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T03,09:07:00,09:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T03,09:07:00,09:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T03,09:09:00,09:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T03,09:12:00,09:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T03,09:12:00,09:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T03,09:15:00,09:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T03,09:24:00,09:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T03,09:26:00,09:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T04,09:48:00,09:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T04,09:49:00,09:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T04,09:51:00,09:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T04,09:51:00,09:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T04,09:52:00,09:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T04,09:53:00,09:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T04,09:53:00,09:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T04,09:54:00,09:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T04,09:56:00,09:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T04,09:57:00,10:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T04,10:01:00,10:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T04,10:02:00,10:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T04,10:03:00,10:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T04,10:04:00,10:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T04,10:05:00,10:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T04,10:06:00,10:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T04,10:07:00,10:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T04,10:07:00,10:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T04,10:09:00,10:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T04,10:12:00,10:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T04,10:12:00,10:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T04,10:15:00,10:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T04,10:24:00,10:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T04,10:26:00,10:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T05,10:48:00,10:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T05,10:49:00,10:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T05,10:51:00,10:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T05,10:51:00,10:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T05,10:52:00,10:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T05,10:53:00,10:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T05,10:53:00,10:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T05,10:54:00,10:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T05,10:56:00,10:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T05,10:57:00,11:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T05,11:01:00,11:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T05,11:02:00,11:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T05,11:03:00,11:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T05,11:04:00,11:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T05,11:05:00,11:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T05,11:06:00,11:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T05,11:07:00,11:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T05,11:07:00,11:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T05,11:09:00,11:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T05,11:12:00,11:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T05,11:12:00,11:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T05,11:15:00,11:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T05,11:24:00,11:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T05,11:26:00,11:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T06,11:48:00,11:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T06,11:49:00,11:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T06,11:51:00,11:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T06,11:51:00,11:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T06,11:52:00,11:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T06,11:53:00,11:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T06,11:53:00,11:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T06,11:54:00,11:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T06,11:56:00,11:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T06,11:57:00,12:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T06,12:01:00,12:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T06,12:02:00,12:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T06,12:03:00,12:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T06,12:04:00,12:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T06,12:05:00,12:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T06,12:06:00,12:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T06,12:07:00,12:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T06,12:07:00,12:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T06,12:09:00,12:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T06,12:12:00,12:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T06,12:12:00,12:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T06,12:15:00,12:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T06,12:24:00,12:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T06,12:26:00,12:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T07,12:48:00,12:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T07,12:49:00,12:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T07,12:51:00,12:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T07,12:51:00,12:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T07,12:52:00,12:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T07,12:53:00,12:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T07,12:53:00,12:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T07,12:54:00,12:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T07,12:56:00,12:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T07,12:57:00,13:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T07,13:01:00,13:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T07,13:02:00,13:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T07,13:03:00,13:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T07,13:04:00,13:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T07,13:05:00,13:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T07,13:06:00,13:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T07,13:07:00,13:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T07,13:07:00,13:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T07,13:09:00,13:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T07,13:12:00,13:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T07,13:12:00,13:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T07,13:15:00,13:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T07,13:24:00,13:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T07,13:26:00,13:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T08,13:48:00,13:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T08,13:49:00,13:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T08,13:51:00,13:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T08,13:51:00,13:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T08,13:52:00,13:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T08,13:53:00,13:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T08,13:53:00,13:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T08,13:54:00,13:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T08,13:56:00,13:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T08,13:57:00,14:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T08,14:01:00,14:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T08,14:02:00,14:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T08,14:03:00,14:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T08,14:04:00,14:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T08,14:05:00,14:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T08,14:06:00,14:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T08,14:07:00,14:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T08,14:07:00,14:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T08,14:09:00,14:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T08,14:12:00,14:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T08,14:12:00,14:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T08,14:15:00,14:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T08,14:24:00,14:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T08,14:26:00,14:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T09,14:48:00,14:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T09,14:49:00,14:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T09,14:51:00,14:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T09,14:51:00,14:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T09,14:52:00,14:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T09,14:53:00,14:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T09,14:53:00,14:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T09,14:54:00,14:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T09,14:56:00,14:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T09,14:57:00,15:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T09,15:01:00,15:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T09,15:02:00,15:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T09,15:03:00,15:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T09,15:04:00,15:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T09,15:05:00,15:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T09,15:06:00,15:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T09,15:07:00,15:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T09,15:07:00,15:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T09,15:09:00,15:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T09,15:12:00,15:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T09,15:12:00,15:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T09,15:15:00,15:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T09,15:24:00,15:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T09,15:26:00,15:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T10,15:48:00,15:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T10,15:49:00,15:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T10,15:51:00,15:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T10,15:51:00,15:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T10,15:52:00,15:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T10,15:53:00,15:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T10,15:53:00,15:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T10,15:54:00,15:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T10,15:56:00,15:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T10,15:57:00,16:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T10,16:01:00,16:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T10,16:02:00,16:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T10,16:03:00,16:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T10,16:04:00,16:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T10,16:05:00,16:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T10,16:06:00,16:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T10,16:07:00,16:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T10,16:07:00,16:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T10,16:09:00,16:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T10,16:12:00,16:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T10,16:12:00,16:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T10,16:15:00,16:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T10,16:24:00,16:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T10,16:26:00,16:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T11,16:48:00,16:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T11,16:49:00,16:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T11,16:51:00,16:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T11,16:51:00,16:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T11,16:52:00,16:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T11,16:53:00,16:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T11,16:53:00,16:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T11,16:54:00,16:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T11,16:56:00,16:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T11,16:57:00,17:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T11,17:01:00,17:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T11,17:02:00,17:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T11,17:03:00,17:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T11,17:04:00,17:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T11,17:05:00,17:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T11,17:06:00,17:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T11,17:07:00,17:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T11,17:07:00,17:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T11,17:09:00,17:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T11,17:12:00,17:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T11,17:12:00,17:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T11,17:15:00,17:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T11,17:24:00,17:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T11,17:26:00,17:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T12,17:48:00,17:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T12,17:49:00,17:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T12,17:51:00,17:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T12,17:51:00,17:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T12,17:52:00,17:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T12,17:53:00,17:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T12,17:53:00,17:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T12,17:54:00,17:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T12,17:56:00,17:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T12,17:57:00,18:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T12,18:01:00,18:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T12,18:02:00,18:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T12,18:03:00,18:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T12,18:04:00,18:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T12,18:05:00,18:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T12,18:06:00,18:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T12,18:07:00,18:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T12,18:07:00,18:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T12,18:09:00,18:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T12,18:12:00,18:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T12,18:12:00,18:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T12,18:15:00,18:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T12,18:24:00,18:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T12,18:26:00,18:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T13,18:48:00,18:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T13,18:49:00,18:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T13,18:51:00,18:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T13,18:51:00,18:51:00,41,4,Uptown - E State - Market,,,1.761,1
3S-ob_T13,18:52:00,18:52:00,42,5,Uptown - E State - Market,,,2.203,1
3S-ob_T13,18:53:00,18:53:00,43,6,Uptown - E State - Market,,,2.517,1
3S-ob_T13,18:53:00,18:53:00,44,7,Uptown - E State - Market,,,2.864,1
3S-ob_T13,18:54:00,18:54:00,45,8,Uptown - E State - Market,,,3.139,1
3S-ob_T13,18:56:00,18:56:00,37,9,Uptown - E State - Market,,,3.877,1
3S-ob_T13,18:57:00,19:00:00,1,10,Uptown - E State - Market,,,4.27,1
3S-ob_T13,19:01:00,19:01:00,2,11,Uptown - E State - Market,,,4.438,1
3S-ob_T13,19:02:00,19:02:00,3,12,Uptown - E State - Market,,,4.76,1
3S-ob_T13,19:03:00,19:03:00,4,13,Uptown - E State - Market,,,4.946,1
3S-ob_T13,19:04:00,19:04:00,5,14,Uptown - E State - Market,,,5.144,1
3S-ob_T13,19:05:00,19:05:00,6,15,Uptown - E State - Market,,,5.49,1
3S-ob_T13,19:06:00,19:06:00,7,16,Uptown - E State - Market,,,6.156,1
3S-ob_T13,19:07:00,19:07:00,8,17,Uptown - E State - Market,,,6.49,1
3S-ob_T13,19:07:00,19:07:00,9,18,Uptown - E State - Market,,,6.784,1
3S-ob_T13,19:09:00,19:09:00,10,19,Uptown - E State - Market,,,7.64,1
3S-ob_T13,19:12:00,19:12:00,11,20,Uptown - E State - Market,,,8.051,1
3S-ob_T13,19:12:00,19:12:00,12,21,Uptown - E State - Market,,,8.272,1
3S-ob_T13,19:15:00,19:23:00,13,22,Uptown - E State - Market,,,9.012,1
3S-ob_T13,19:24:00,19:24:00,14,23,Uptown - E State - Market,,,9.559,1
3S-ob_T13,19:26:00,19:26:00,18,24,E State - Uptown - Andover,,,10.378,1
3S-ob_T14,19:48:00,19:48:00,38,1,E State - Uptown - Andover,,,0,1
3S-ob_T14,19:49:00,19:49:00,39,2,Uptown - E State - Market,,,0.329,1
3S-ob_T14,19:51:00,19:51:00,40,3,Uptown - E State - Market,,,1.603,1
3S-ob_T14,19:51:00,19:51:00,41,4,Uptown - E State - Market,,,1.761,1
