trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
4W-ob_T13,20:07:00,20:07:00,12,20,Campus - East Side - Market on State,,,7.288,1
4W-ob_T13,20:09:00,20:09:00,13,21,Campus - East Side - Market on State,,,8.03,1
4W-ob_T13,20:10:00,20:10:00,14,22,Campus - East Side - Market on State,,,8.575,1
4W-ob_T13,20:12:00,20:12:00,18,23,Campus - West Side,,,9.394,1
4W-ob_T14,20:45:00,20:45:00,52,1,Campus - East Side - Market on State,,,0,1
4W-ob_T14,20:46:00,20:46:00,53,2,Campus - East Side - Market on State,,,0.24,1
4W-ob_T14,20:47:00,20:47:00,54,3,Campus - East Side - Market on State,,,0.727,1
4W-ob_T14,20:48:00,20:48:00,55,4,Campus - East Side - Market on State,,,1.099,1
4W-ob_T14,20:49:00,20:49:00,56,5,Campus - East Side - Market on State,,,1.447,1
4W-ob_T14,20:50:00,20:50:00,57,6,Campus - East Side - Market on State,,,1.799,1
4W-ob_T14,20:51:00,20:51:00,58,7,Campus - East Side - Market on State,,,2.165,1
4W-ob_T14,20:54:00,20:54:00,59,8,Campus - East Side - Market on State,,,2.855,1
4W-ob_T14,20:55:00,20:55:00,60,9,Campus - East Side - Market on State,,,3.232,1
4W-ob_T14,20:55:00,20:55:00,61,10,Campus - East Side - Market on State,,,3.553,1
4W-ob_T14,20:56:00,20:56:00,62,11,Campus - East Side - Market on State,,,3.782,1
4W-ob_T14,20:57:00,20:57:00,63,12,Campus - East Side - Market on State,,,4.007,1
4W-ob_T14,20:58:00,20:58:00,64,13,Campus - East Side - Market on State,,,4.346,1
4W-ob_T14,20:59:00,20:59:00,65,14,Campus - East Side - Market on State,,,4.767,1
4W-ob_T14,21:00:00,21:00:00,66,15,Campus - East Side - Market on State,,,5.02,1
4W-ob_T14,21:00:00,21:00:00,67,16,Campus - East Side - Market on State,,,5.261,1
4W-ob_T14,21:01:00,21:01:00,68,17,Campus - East Side - Market on State,,,5.559,1
4W-ob_T14,21:04:00,21:04:00,10,18,Campus - East Side - Market on State,,,6.656,1
4W-ob_T14,21:06:00,21:06:00,11,19,Campus - East Side - Market on State,,,7.068,1
4W-ob_T14,21:07:00,21:07:00,12,20,Campus - East Side - Market on State,,,7.288,1
4W-ob_T14,21:09:00,21:09:00,13,21,Campus - East Side - Market on State,,,8.03,1
4W-ob_T14,21:10:00,21:10:00,14,22,Campus - East Side - Market on State,,,8.575,1
4W-ob_T14,21:12:00,21:12:00,18,23,Campus - West Side,,,9.394,1
4W-ob_T15,21:45:00,21:45:00,52,1,Campus - East Side - Market on State,,,0,1
4W-ob_T15,21:46:00,21:46:00,53,2,Campus - East Side - Market on State,,,0.24,1
4W-ib_T01,08:23:00,08:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T01,08:24:00,08:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T01,08:25:00,08:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T01,08:26:00,08:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T01,08:27:00,08:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T01,08:27:00,08:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T01,08:29:00,08:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T01,08:30:00,08:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T01,08:30:00,08:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T01,08:31:00,08:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T01,08:32:00,08:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T01,08:33:00,08:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T01,08:34:00,08:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T01,08:34:00,08:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T01,08:35:00,08:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T01,08:36:00,08:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T01,08:39:00,08:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T01,08:40:00,08:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T01,08:41:00,08:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T01,08:42:00,08:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T01,08:44:00,08:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T02,09:23:00,09:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T02,09:24:00,09:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T02,09:25:00,09:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T02,09:26:00,09:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T02,09:27:00,09:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T02,09:27:00,09:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T02,09:29:00,09:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T02,09:30:00,09:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T02,09:30:00,09:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T02,09:31:00,09:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T02,09:32:00,09:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T02,09:33:00,09:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T02,09:34:00,09:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T02,09:34:00,09:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T02,09:35:00,09:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T02,09:36:00,09:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T02,09:39:00,09:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T02,09:40:00,09:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T02,09:41:00,09:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T02,09:42:00,09:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T02,09:44:00,09:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T03,10:23:00,10:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T03,10:24:00,10:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T03,10:25:00,10:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T03,10:26:00,10:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T03,10:27:00,10:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T03,10:27:00,10:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T03,10:29:00,10:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T03,10:30:00,10:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T03,10:30:00,10:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T03,10:31:00,10:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T03,10:32:00,10:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T03,10:33:00,10:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T03,10:34:00,10:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T03,10:34:00,10:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T03,10:35:00,10:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T03,10:36:00,10:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T03,10:39:00,10:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T03,10:40:00,10:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T03,10:41:00,10:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T03,10:42:00,10:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T03,10:44:00,10:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T04,11:23:00,11:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T04,11:24:00,11:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T04,11:25:00,11:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T04,11:26:00,11:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T04,11:27:00,11:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T04,11:27:00,11:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T04,11:29:00,11:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T04,11:30:00,11:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T04,11:30:00,11:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T04,11:31:00,11:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T04,11:32:00,11:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T04,11:33:00,11:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T04,11:34:00,11:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T04,11:34:00,11:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T04,11:35:00,11:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T04,11:36:00,11:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T04,11:39:00,11:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T04,11:40:00,11:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T04,11:41:00,11:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T04,11:42:00,11:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T04,11:44:00,11:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T05,12:23:00,12:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T05,12:24:00,12:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T05,12:25:00,12:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T05,12:26:00,12:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T05,12:27:00,12:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T05,12:27:00,12:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T05,12:29:00,12:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T05,12:30:00,12:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T05,12:30:00,12:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T05,12:31:00,12:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T05,12:32:00,12:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T05,12:33:00,12:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T05,12:34:00,12:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T05,12:34:00,12:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T05,12:35:00,12:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T05,12:36:00,12:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T05,12:39:00,12:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T05,12:40:00,12:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T05,12:41:00,12:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T05,12:42:00,12:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T05,12:44:00,12:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T06,13:23:00,13:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T06,13:24:00,13:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T06,13:25:00,13:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T06,13:26:00,13:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T06,13:27:00,13:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T06,13:27:00,13:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T06,13:29:00,13:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T06,13:30:00,13:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T06,13:30:00,13:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T06,13:31:00,13:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T06,13:32:00,13:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T06,13:33:00,13:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T06,13:34:00,13:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T06,13:34:00,13:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T06,13:35:00,13:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T06,13:36:00,13:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T06,13:39:00,13:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T06,13:40:00,13:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T06,13:41:00,13:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T06,13:42:00,13:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T06,13:44:00,13:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T07,14:23:00,14:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T07,14:24:00,14:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T07,14:25:00,14:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T07,14:26:00,14:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T07,14:27:00,14:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T07,14:27:00,14:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T07,14:29:00,14:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T07,14:30:00,14:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T07,14:30:00,14:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T07,14:31:00,14:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T07,14:32:00,14:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T07,14:33:00,14:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T07,14:34:00,14:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T07,14:34:00,14:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T07,14:35:00,14:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T07,14:36:00,14:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T07,14:39:00,14:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T07,14:40:00,14:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T07,14:41:00,14:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T07,14:42:00,14:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T07,14:44:00,14:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T08,15:23:00,15:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T08,15:24:00,15:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T08,15:25:00,15:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T08,15:26:00,15:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T08,15:27:00,15:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T08,15:27:00,15:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T08,15:29:00,15:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T08,15:30:00,15:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T08,15:30:00,15:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T08,15:31:00,15:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T08,15:32:00,15:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T08,15:33:00,15:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T08,15:34:00,15:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T08,15:34:00,15:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T08,15:35:00,15:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T08,15:36:00,15:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T08,15:39:00,15:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T08,15:40:00,15:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T08,15:41:00,15:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T08,15:42:00,15:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T08,15:44:00,15:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T09,16:23:00,16:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T09,16:24:00,16:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T09,16:25:00,16:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T09,16:26:00,16:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T09,16:27:00,16:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T09,16:27:00,16:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T09,16:29:00,16:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T09,16:30:00,16:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T09,16:30:00,16:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T09,16:31:00,16:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T09,16:32:00,16:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T09,16:33:00,16:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T09,16:34:00,16:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T09,16:34:00,16:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T09,16:35:00,16:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T09,16:36:00,16:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T09,16:39:00,16:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T09,16:40:00,16:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T09,16:41:00,16:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T09,16:42:00,16:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T09,16:44:00,16:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T10,17:23:00,17:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T10,17:24:00,17:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T10,17:25:00,17:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T10,17:26:00,17:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T10,17:27:00,17:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T10,17:27:00,17:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T10,17:29:00,17:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T10,17:30:00,17:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T10,17:30:00,17:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T10,17:31:00,17:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T10,17:32:00,17:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T10,17:33:00,17:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T10,17:34:00,17:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T10,17:34:00,17:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T10,17:35:00,17:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T10,17:36:00,17:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T10,17:39:00,17:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T10,17:40:00,17:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T10,17:41:00,17:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T10,17:42:00,17:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T10,17:44:00,17:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T11,18:23:00,18:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T11,18:24:00,18:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T11,18:25:00,18:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T11,18:26:00,18:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T11,18:27:00,18:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T11,18:27:00,18:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T11,18:29:00,18:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T11,18:30:00,18:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T11,18:30:00,18:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T11,18:31:00,18:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T11,18:32:00,18:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T11,18:33:00,18:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T11,18:34:00,18:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T11,18:34:00,18:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T11,18:35:00,18:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T11,18:36:00,18:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T11,18:39:00,18:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T11,18:40:00,18:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T11,18:41:00,18:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T11,18:42:00,18:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T11,18:44:00,18:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T12,19:23:00,19:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T12,19:24:00,19:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T12,19:25:00,19:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T12,19:26:00,19:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T12,19:27:00,19:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T12,19:27:00,19:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T12,19:29:00,19:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T12,19:30:00,19:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T12,19:30:00,19:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T12,19:31:00,19:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T12,19:32:00,19:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T12,19:33:00,19:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T12,19:34:00,19:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T12,19:34:00,19:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T12,19:35:00,19:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T12,19:36:00,19:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T12,19:39:00,19:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T12,19:40:00,19:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T12,19:41:00,19:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T12,19:42:00,19:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T12,19:44:00,19:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T13,20:23:00,20:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T13,20:24:00,20:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T13,20:25:00,20:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T13,20:26:00,20:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T13,20:27:00,20:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T13,20:27:00,20:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T13,20:29:00,20:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T13,20:30:00,20:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T13,20:30:00,20:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T13,20:31:00,20:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T13,20:32:00,20:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T13,20:33:00,20:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T13,20:34:00,20:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T13,20:34:00,20:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T13,20:35:00,20:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T13,20:36:00,20:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T13,20:39:00,20:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T13,20:40:00,20:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T13,20:41:00,20:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T13,20:42:00,20:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T13,20:44:00,20:44:00,52,21,Campus - East Side - Market on State,,,8,1
4W-ib_T14,21:23:00,21:23:00,18,1,Campus - West Side,,,0,1
4W-ib_T14,21:24:00,21:24:00,19,2,Campus - West Side,,,0.44,1
4W-ib_T14,21:25:00,21:25:00,20,3,Campus - West Side,,,0.819,1
4W-ib_T14,21:26:00,21:26:00,21,4,Campus - West Side,,,1.187,1
4W-ib_T14,21:27:00,21:27:00,22,5,Campus - West Side,,,1.486,1
4W-ib_T14,21:27:00,21:27:00,23,6,Campus - West Side,,,1.784,1
4W-ib_T14,21:29:00,21:29:00,69,7,Campus - West Side,,,2.739,1
4W-ib_T14,21:30:00,21:30:00,70,8,Campus - West Side,,,3.034,1
4W-ib_T14,21:30:00,21:30:00,71,9,Campus - West Side,,,3.267,1
4W-ib_T14,21:31:00,21:31:00,72,10,Campus - West Side,,,3.487,1
4W-ib_T14,21:32:00,21:32:00,73,11,Campus - West Side,,,3.947,1
4W-ib_T14,21:33:00,21:33:00,74,12,Campus - West Side,,,4.293,1
4W-ib_T14,21:34:00,21:34:00,75,13,Campus - West Side,,,4.511,1
4W-ib_T14,21:34:00,21:34:00,76,14,Campus - West Side,,,4.722,1
4W-ib_T14,21:35:00,21:35:00,77,15,Campus - West Side,,,5.064,1
4W-ib_T14,21:36:00,21:36:00,78,16,Campus - West Side,,,5.408,1
4W-ib_T14,21:39:00,21:39:00,37,17,Campus - West Side,,,6.136,1
4W-ib_T14,21:40:00,21:40:00,79,18,Campus - West Side,,,6.503,1
4W-ib_T14,21:41:00,21:41:00,80,19,Campus - West Side,,,6.85,1
4W-ib_T14,21:42:00,21:42:00,81,20,Campus - West Side,,,7.125,1
4W-ib_T14,21:44:00,21:44:00,52,21,Campus - East Side - Market on State,,,8,1
4S-ob_T01,07:45:00,07:45:00,52,1,Campus - East Side - Market on State,,,0,1
4S-ob_T01,07:46:00,07:46:00,53,2,Campus - East Side - Market on State,,,0.24,1
4S-ob_T01,07:47:00,07:47:00,54,3,Campus - East Side - Market on State,,,0.727,1
4S-ob_T01,07:48:00,07:48:00,55,4,Campus - East Side - Market on State,,,1.099,1
4S-ob_T01,07:49:00,07:49:00,56,5,Campus - East Side - Market on State,,,1.447,1
4S-ob_T01,07:50:00,07:50:00,57,6,Campus - East Side - Market on State,,,1.799,1
4S-ob_T01,07:51:00,07:51:00,58,7,Campus - East Side - Market on State,,,2.165,1
4S-ob_T01,07:54:00,07:54:00,59,8,Campus - East Side - Market on State,,,2.855,1
4S-ob_T01,07:55:00,07:55:00,60,9,Campus - East Side - Market on State,,,3.232,1
4S-ob_T01,07:55:00,07:55:00,61,10,Campus - East Side - Market on State,,,3.553,1
4S-ob_T01,07:56:00,07:56:00,62,11,Campus - East Side - Market on State,,,3.782,1
