trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
ASPO1136,18:49:00,18:49:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO1136,18:50:00,18:50:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO1136,18:51:00,18:51:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO1136,18:51:00,18:51:00,ASPO617,34,Mameli 6,0,0,
ASPO1136,18:52:00,18:52:00,ASPO106,35,Mameli Casermette,0,0,
ASPO1136,18:53:00,18:53:00,ASPO107,36,Via Roma,0,0,
ASPO1136,18:54:00,18:54:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO1136,18:55:00,18:55:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO1136,18:56:00,18:56:00,ASPO816,39,Via Imperia,0,0,
ASPO1136,18:57:00,18:57:00,ASPO817,40,Via Imperia,0,0,
ASPO1136,18:58:00,18:58:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO1136,18:58:00,18:58:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO1136,18:59:00,18:59:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO1136,19:00:00,19:00:00,ASPO815,44,Via Mestre,0,0,
ASPO1136,19:01:00,19:01:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO1136,19:02:00,19:02:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO1136,19:03:00,19:03:00,ASPO827,47,Via Modena,0,0,
ASPO1136,19:03:00,19:03:00,ASPO828,48,Sa Marinedda,0,0,
ASPO1136,19:04:00,19:04:00,ASPO893,49,Basa,0,0,
ASPO1137,11:30:00,11:30:00,ASPO392,1,Via Della Piazza,0,0,
ASPO1137,11:30:00,11:30:00,ASPO378,2,Via Londra,0,0,
ASPO1137,11:31:00,11:31:00,ASPO377,3,Via Bruxelles,0,0,
ASPO1137,11:31:00,11:31:00,ASPO376,4,Via Bonn,0,0,
ASPO1137,11:32:00,11:32:00,ASPO375,5,V.le A.Moro 409,0,0,
ASPO1137,11:32:00,11:32:00,ASPO361,6,A.Moro fr.popolari,0,0,
ASPO1137,11:33:00,11:33:00,ASPO360,7,V.le A.Moro fr.ENI,0,0,
ASPO1137,11:33:00,11:33:00,ASPO359,8,A.Moro Romagnolo,0,0,
ASPO1137,11:34:00,11:34:00,ASPO358,9,V.le A.Moro fr.252,0,0,
ASPO1137,11:34:00,11:34:00,ASPO357,10,V.le A.Moro 245,0,0,
ASPO1137,11:35:00,11:35:00,ASPO356,11,V.le A.Moro 227,0,0,
ASPO1137,11:35:00,11:35:00,ASPO355,12,A.Moro 181 bartolo,0,0,
ASPO1137,11:36:00,11:36:00,ASPO354,13,V.le A.Moro 137,0,0,
ASPO1137,11:37:00,11:37:00,ASPO353,14,V.le A.Moro 87,0,0,
ASPO1137,11:38:00,11:38:00,ASPO352,15,A.Moro fr.Ospedale,0,0,
ASPO1137,11:39:00,11:39:00,ASPO351,16,Centro Martini,0,0,
ASPO1137,11:40:00,11:40:00,ASPO101,17,D'Annunzio CC,0,0,
ASPO1137,11:41:00,11:41:00,ASPO102,18,D'Annunzio fr.FS,0,0,
ASPO1137,11:42:00,11:42:00,ASPO103,19,Necropoli S.Simplicio,0,0,
ASPO1137,11:43:00,11:43:00,ASPO104,20,Via San Simplicio,0,0,
ASPO1137,11:44:00,11:44:00,ASPO105,21,Mameli 6,0,0,
ASPO1137,11:44:00,11:44:00,ASPO106,22,Mameli Casermette,0,0,
ASPO1137,11:45:00,11:45:00,ASPO107,23,Via Roma,0,0,
ASPO1137,11:46:00,11:46:00,ASPO108,24,Via Roma p.zzo Pinna,0,0,
ASPO1137,11:46:00,11:46:00,ASPO820,25,Sacra Famiglia,0,0,
ASPO1137,11:47:00,11:47:00,ASPO821,26,Via Roma Market,0,0,
ASPO1137,11:48:00,11:48:00,ASPO822,27,Via Roma Cimitero,0,0,
ASPO1137,11:48:00,11:48:00,ASPO823,28,SS125 Jazz Hotel,0,0,
ASPO1137,11:49:00,11:49:00,ASPO830,29,V.Astronauti CC,0,0,
ASPO1137,11:50:00,11:50:00,ASPO831,30,Aeroporto Partenze,0,0,
ASPO1137,11:52:00,11:52:00,ASPO834,31,Aeroporto,0,0,
ASPO1137,11:52:00,11:52:00,ASPO894,32,Sa Minda Noa,0,0,
ASPO1138,13:00:00,13:00:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO1138,13:00:00,13:00:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO1138,13:01:00,13:01:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO1138,13:01:00,13:01:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO1138,13:02:00,13:02:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO1138,13:02:00,13:02:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO1138,13:03:00,13:03:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO1138,13:03:00,13:03:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO1138,13:04:00,13:04:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO1138,13:04:00,13:04:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO1138,13:05:00,13:05:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO1138,13:06:00,13:06:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO1138,13:07:00,13:07:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO1138,13:08:00,13:08:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO1138,13:08:00,13:08:00,ASPO351,15,Centro Martini,0,0,
ASPO1138,13:09:00,13:09:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO1138,13:11:00,13:11:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO1138,13:11:00,13:11:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO1138,13:12:00,13:12:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO1138,13:13:00,13:13:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO1138,13:14:00,13:14:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO1138,13:15:00,13:15:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO1138,13:16:00,13:16:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO1138,13:16:00,13:16:00,ASPO607,24,Via De Sanctis,0,0,
ASPO1138,13:17:00,13:17:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO1138,13:17:00,13:17:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO1138,13:18:00,13:18:00,ASPO610,27,Via Vesuvio,0,0,
ASPO1138,13:19:00,13:19:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO1138,13:19:00,13:19:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO1138,13:20:00,13:20:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO1138,13:21:00,13:21:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO1138,13:22:00,13:22:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO1138,13:23:00,13:23:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO1138,13:23:00,13:23:00,ASPO617,34,Mameli 6,0,0,
ASPO1138,13:24:00,13:24:00,ASPO106,35,Mameli Casermette,0,0,
ASPO1138,13:25:00,13:25:00,ASPO107,36,Via Roma,0,0,
ASPO1138,13:26:00,13:26:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO1138,13:27:00,13:27:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO1138,13:28:00,13:28:00,ASPO816,39,Via Imperia,0,0,
ASPO1138,13:29:00,13:29:00,ASPO817,40,Via Imperia,0,0,
ASPO1138,13:30:00,13:30:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO1138,13:31:00,13:31:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO1138,13:32:00,13:32:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO1138,13:32:00,13:32:00,ASPO815,44,Via Mestre,0,0,
ASPO1138,13:34:00,13:34:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO1138,13:34:00,13:34:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO1138,13:35:00,13:35:00,ASPO827,47,Via Modena,0,0,
ASPO1138,13:35:00,13:35:00,ASPO828,48,Sa Marinedda,0,0,
ASPO1138,13:36:00,13:36:00,ASPO893,49,Basa,0,0,
ASPO1139,11:00:00,11:00:00,ASPO392,1,Via Della Piazza,0,0,
ASPO1139,11:00:00,11:00:00,ASPO378,2,Via Londra,0,0,
ASPO1139,11:01:00,11:01:00,ASPO377,3,Via Bruxelles,0,0,
ASPO1139,11:01:00,11:01:00,ASPO376,4,Via Bonn,0,0,
ASPO1139,11:02:00,11:02:00,ASPO375,5,V.le A.Moro 409,0,0,
ASPO1139,11:02:00,11:02:00,ASPO361,6,A.Moro fr.popolari,0,0,
ASPO1139,11:03:00,11:03:00,ASPO360,7,V.le A.Moro fr.ENI,0,0,
ASPO1139,11:03:00,11:03:00,ASPO359,8,A.Moro Romagnolo,0,0,
ASPO1139,11:04:00,11:04:00,ASPO358,9,V.le A.Moro fr.252,0,0,
ASPO1139,11:04:00,11:04:00,ASPO357,10,V.le A.Moro 245,0,0,
ASPO1139,11:05:00,11:05:00,ASPO356,11,V.le A.Moro 227,0,0,
ASPO1139,11:05:00,11:05:00,ASPO355,12,A.Moro 181 bartolo,0,0,
ASPO1139,11:06:00,11:06:00,ASPO354,13,V.le A.Moro 137,0,0,
ASPO1139,11:07:00,11:07:00,ASPO353,14,V.le A.Moro 87,0,0,
ASPO1139,11:08:00,11:08:00,ASPO352,15,A.Moro fr.Ospedale,0,0,
ASPO1139,11:09:00,11:09:00,ASPO351,16,Centro Martini,0,0,
ASPO1139,11:10:00,11:10:00,ASPO101,17,D'Annunzio CC,0,0,
ASPO1139,11:11:00,11:11:00,ASPO102,18,D'Annunzio fr.FS,0,0,
ASPO1139,11:12:00,11:12:00,ASPO103,19,Necropoli S.Simplicio,0,0,
ASPO1139,11:13:00,11:13:00,ASPO104,20,Via San Simplicio,0,0,
ASPO1139,11:14:00,11:14:00,ASPO105,21,Mameli 6,0,0,
ASPO1139,11:14:00,11:14:00,ASPO106,22,Mameli Casermette,0,0,
ASPO1139,11:15:00,11:15:00,ASPO107,23,Via Roma,0,0,
ASPO1139,11:16:00,11:16:00,ASPO108,24,Via Roma p.zzo Pinna,0,0,
ASPO1139,11:16:00,11:16:00,ASPO820,25,Sacra Famiglia,0,0,
ASPO1139,11:17:00,11:17:00,ASPO821,26,Via Roma Market,0,0,
ASPO1139,11:18:00,11:18:00,ASPO822,27,Via Roma Cimitero,0,0,
ASPO1139,11:18:00,11:18:00,ASPO823,28,SS125 Jazz Hotel,0,0,
ASPO1139,11:19:00,11:19:00,ASPO830,29,V.Astronauti CC,0,0,
ASPO1139,11:20:00,11:20:00,ASPO831,30,Aeroporto Partenze,0,0,
ASPO1139,11:22:00,11:22:00,ASPO834,31,Aeroporto,0,0,
ASPO1139,11:22:00,11:22:00,ASPO894,32,Sa Minda Noa,0,0,
ASPO114,15:25:00,15:25:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO114,15:25:00,15:25:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO114,15:26:00,15:26:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO114,15:26:00,15:26:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO114,15:27:00,15:27:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO114,15:27:00,15:27:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO114,15:28:00,15:28:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO114,15:28:00,15:28:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO114,15:29:00,15:29:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO114,15:29:00,15:29:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO114,15:30:00,15:30:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO114,15:31:00,15:31:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO114,15:32:00,15:32:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO114,15:32:00,15:32:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO114,15:33:00,15:33:00,ASPO351,15,Centro Martini,0,0,
ASPO114,15:34:00,15:34:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO114,15:35:00,15:35:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO114,15:35:00,15:35:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO114,15:36:00,15:36:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO114,15:36:00,15:36:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO114,15:37:00,15:37:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO114,15:38:00,15:38:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO114,15:38:00,15:38:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO114,15:39:00,15:39:00,ASPO607,24,Via De Sanctis,0,0,
ASPO114,15:40:00,15:40:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO114,15:40:00,15:40:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO114,15:41:00,15:41:00,ASPO610,27,Via Vesuvio,0,0,
ASPO114,15:41:00,15:41:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO114,15:42:00,15:42:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO114,15:43:00,15:43:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO114,15:43:00,15:43:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO114,15:44:00,15:44:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO114,15:44:00,15:44:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO114,15:45:00,15:45:00,ASPO617,34,Mameli 6,0,0,
ASPO114,15:45:00,15:45:00,ASPO106,35,Mameli Casermette,0,0,
ASPO114,15:46:00,15:46:00,ASPO107,36,Via Roma,0,0,
ASPO114,15:47:00,15:47:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO114,15:47:00,15:47:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO114,15:48:00,15:48:00,ASPO816,39,Via Imperia,0,0,
ASPO114,15:49:00,15:49:00,ASPO817,40,Via Imperia,0,0,
ASPO114,15:49:00,15:49:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO114,15:50:00,15:50:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO114,15:50:00,15:50:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO114,15:51:00,15:51:00,ASPO815,44,Via Mestre,0,0,
ASPO114,15:52:00,15:52:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO114,15:53:00,15:53:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO114,15:53:00,15:53:00,ASPO827,47,Via Modena,0,0,
ASPO114,15:54:00,15:54:00,ASPO828,48,Sa Marinedda,0,0,
ASPO114,15:54:00,15:54:00,ASPO893,49,Basa,0,0,
ASPO1140,10:30:00,10:30:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO1140,10:30:00,10:30:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO1140,10:31:00,10:31:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO1140,10:31:00,10:31:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO1140,10:32:00,10:32:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO1140,10:32:00,10:32:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO1140,10:33:00,10:33:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO1140,10:33:00,10:33:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO1140,10:34:00,10:34:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO1140,10:34:00,10:34:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO1140,10:35:00,10:35:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO1140,10:36:00,10:36:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO1140,10:37:00,10:37:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO1140,10:38:00,10:38:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO1140,10:38:00,10:38:00,ASPO351,15,Centro Martini,0,0,
ASPO1140,10:39:00,10:39:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO1140,10:41:00,10:41:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO1140,10:41:00,10:41:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO1140,10:42:00,10:42:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO1140,10:43:00,10:43:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO1140,10:44:00,10:44:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO1140,10:45:00,10:45:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO1140,10:46:00,10:46:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO1140,10:46:00,10:46:00,ASPO607,24,Via De Sanctis,0,0,
ASPO1140,10:47:00,10:47:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO1140,10:47:00,10:47:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO1140,10:48:00,10:48:00,ASPO610,27,Via Vesuvio,0,0,
ASPO1140,10:49:00,10:49:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO1140,10:49:00,10:49:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO1140,10:50:00,10:50:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO1140,10:51:00,10:51:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO1140,10:52:00,10:52:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO1140,10:53:00,10:53:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO1140,10:53:00,10:53:00,ASPO617,34,Mameli 6,0,0,
ASPO1140,10:54:00,10:54:00,ASPO106,35,Mameli Casermette,0,0,
ASPO1140,10:55:00,10:55:00,ASPO107,36,Via Roma,0,0,
ASPO1140,10:56:00,10:56:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO1140,10:57:00,10:57:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO1140,10:58:00,10:58:00,ASPO816,39,Via Imperia,0,0,
ASPO1140,10:59:00,10:59:00,ASPO817,40,Via Imperia,0,0,
ASPO1140,11:00:00,11:00:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO1140,11:01:00,11:01:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO1140,11:02:00,11:02:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO1140,11:02:00,11:02:00,ASPO815,44,Via Mestre,0,0,
ASPO1140,11:04:00,11:04:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO1140,11:04:00,11:04:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO1140,11:05:00,11:05:00,ASPO827,47,Via Modena,0,0,
ASPO1140,11:05:00,11:05:00,ASPO828,48,Sa Marinedda,0,0,
ASPO1140,11:06:00,11:06:00,ASPO893,49,Basa,0,0,
ASPO1141,13:30:00,13:30:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO1141,13:30:00,13:30:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO1141,13:31:00,13:31:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO1141,13:31:00,13:31:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO1141,13:32:00,13:32:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO1141,13:32:00,13:32:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO1141,13:33:00,13:33:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO1141,13:33:00,13:33:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO1141,13:34:00,13:34:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO1141,13:34:00,13:34:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO1141,13:35:00,13:35:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO1141,13:36:00,13:36:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO1141,13:37:00,13:37:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO1141,13:38:00,13:38:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO1141,13:38:00,13:38:00,ASPO351,15,Centro Martini,0,0,
ASPO1141,13:39:00,13:39:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO1141,13:41:00,13:41:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO1141,13:41:00,13:41:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO1141,13:42:00,13:42:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO1141,13:43:00,13:43:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO1141,13:44:00,13:44:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO1141,13:45:00,13:45:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO1141,13:46:00,13:46:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO1141,13:46:00,13:46:00,ASPO607,24,Via De Sanctis,0,0,
ASPO1141,13:47:00,13:47:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO1141,13:47:00,13:47:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO1141,13:48:00,13:48:00,ASPO610,27,Via Vesuvio,0,0,
ASPO1141,13:49:00,13:49:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO1141,13:49:00,13:49:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO1141,13:50:00,13:50:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO1141,13:51:00,13:51:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO1141,13:52:00,13:52:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO1141,13:53:00,13:53:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO1141,13:53:00,13:53:00,ASPO617,34,Mameli 6,0,0,
ASPO1141,13:54:00,13:54:00,ASPO106,35,Mameli Casermette,0,0,
ASPO1141,13:55:00,13:55:00,ASPO107,36,Via Roma,0,0,
ASPO1141,13:56:00,13:56:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO1141,13:57:00,13:57:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO1141,13:58:00,13:58:00,ASPO816,39,Via Imperia,0,0,
ASPO1141,13:59:00,13:59:00,ASPO817,40,Via Imperia,0,0,
ASPO1141,14:00:00,14:00:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO1141,14:01:00,14:01:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO1141,14:02:00,14:02:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO1141,14:02:00,14:02:00,ASPO815,44,Via Mestre,0,0,
ASPO1141,14:04:00,14:04:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO1141,14:04:00,14:04:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO1141,14:05:00,14:05:00,ASPO827,47,Via Modena,0,0,
ASPO1141,14:05:00,14:05:00,ASPO828,48,Sa Marinedda,0,0,
ASPO1141,14:06:00,14:06:00,ASPO893,49,Basa,0,0,
ASPO1142,17:20:00,17:20:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO1142,17:20:00,17:20:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO1142,17:21:00,17:21:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO1142,17:21:00,17:21:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO1142,17:22:00,17:22:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO1142,17:22:00,17:22:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO1142,17:23:00,17:23:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO1142,17:23:00,17:23:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO1142,17:24:00,17:24:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO1142,17:24:00,17:24:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO1142,17:25:00,17:25:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO1142,17:26:00,17:26:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO1142,17:27:00,17:27:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO1142,17:28:00,17:28:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO1142,17:28:00,17:28:00,ASPO351,15,Centro Martini,0,0,
ASPO1142,17:29:00,17:29:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO1142,17:31:00,17:31:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO1142,17:31:00,17:31:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO1142,17:32:00,17:32:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO1142,17:33:00,17:33:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO1142,17:34:00,17:34:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO1142,17:35:00,17:35:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO1142,17:36:00,17:36:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO1142,17:36:00,17:36:00,ASPO607,24,Via De Sanctis,0,0,
ASPO1142,17:37:00,17:37:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO1142,17:37:00,17:37:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO1142,17:38:00,17:38:00,ASPO610,27,Via Vesuvio,0,0,
ASPO1142,17:39:00,17:39:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO1142,17:39:00,17:39:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO1142,17:40:00,17:40:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO1142,17:41:00,17:41:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO1142,17:42:00,17:42:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO1142,17:43:00,17:43:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO1142,17:43:00,17:43:00,ASPO617,34,Mameli 6,0,0,
ASPO1142,17:44:00,17:44:00,ASPO106,35,Mameli Casermette,0,0,
ASPO1142,17:45:00,17:45:00,ASPO107,36,Via Roma,0,0,
ASPO1142,17:46:00,17:46:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO1142,17:47:00,17:47:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO1142,17:48:00,17:48:00,ASPO816,39,Via Imperia,0,0,
ASPO1142,17:49:00,17:49:00,ASPO817,40,Via Imperia,0,0,
ASPO1142,17:50:00,17:50:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO1142,17:51:00,17:51:00,ASPO813,42,Via Vicenza V.Asti,0,0,
