trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
ASPO1,21:25:00,21:25:00,ASPO893,1,Via Modena,0,0,
ASPO1,21:25:00,21:25:00,ASPO878,2,Via Modena V.Jesolo,0,0,
ASPO1,21:25:00,21:25:00,ASPO877,3,V.Modena fr. V.Parma,0,0,
ASPO1,21:26:00,21:26:00,ASPO876,4,Via Mestre Terminal,0,0,
ASPO1,21:26:00,21:26:00,ASPO875,5,Via Roma fr. Cimitero,0,0,
ASPO1,21:28:00,21:28:00,ASPO873,6,Via Roma fr. Market,0,0,
ASPO1,21:28:00,21:28:00,ASPO872,7,Via Roma S.Famiglia,0,0,
ASPO1,21:29:00,21:29:00,ASPO871,8,Roma case Popolari,0,0,
ASPO1,21:29:00,21:29:00,ASPO870,9,Via Roma manconi,0,0,
ASPO1,21:30:00,21:30:00,ASPO158,10,Mameli fr.Casermette,0,0,
ASPO1,21:30:00,21:30:00,ASPO157,11,Via Mameli 1,0,0,
ASPO1,21:31:00,21:31:00,ASPO156,12,Via San Simplicio 6,0,0,
ASPO1,21:31:00,21:31:00,ASPO155,13,Necropoli S.Simplicio,0,0,
ASPO1,21:32:00,21:32:00,ASPO154,14,D'Annunzio FS,0,0,
ASPO1,21:32:00,21:32:00,ASPO153,15,D'Annunzio fr.CC,0,0,
ASPO1,21:33:00,21:33:00,ASPO152,16,Centro Martini,0,0,
ASPO1,21:34:00,21:34:00,ASPO151,17,Sa Marinedda,0,0,
ASPO100,21:10:00,21:10:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO100,21:10:00,21:10:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO100,21:11:00,21:11:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO100,21:11:00,21:11:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO100,21:12:00,21:12:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO100,21:12:00,21:12:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO100,21:13:00,21:13:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO100,21:13:00,21:13:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO100,21:14:00,21:14:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO100,21:14:00,21:14:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO100,21:15:00,21:15:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO100,21:16:00,21:16:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO100,21:17:00,21:17:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO100,21:17:00,21:17:00,ASPO352,14,Basa,0,0,
ASPO101,20:30:00,20:30:00,ASPO391,1,V.le A.Moro 511,0,0,
ASPO101,20:30:00,20:30:00,ASPO364,2,A.Moro fr. V.Cairo,0,0,
ASPO101,20:30:00,20:30:00,ASPO363,3,A.Moro Minda Noa,0,0,
ASPO101,20:31:00,20:31:00,ASPO362,4,V.le A.Moro 409,0,0,
ASPO101,20:31:00,20:31:00,ASPO361,5,A.Moro fr.popolari,0,0,
ASPO101,20:32:00,20:32:00,ASPO360,6,V.le A.Moro fr.ENI,0,0,
ASPO101,20:32:00,20:32:00,ASPO359,7,A.Moro Romagnolo,0,0,
ASPO101,20:33:00,20:33:00,ASPO358,8,V.le A.Moro fr.252,0,0,
ASPO101,20:33:00,20:33:00,ASPO357,9,V.le A.Moro 245,0,0,
ASPO101,20:34:00,20:34:00,ASPO356,10,V.le A.Moro 227,0,0,
ASPO101,20:35:00,20:35:00,ASPO355,11,A.Moro 181 bartolo,0,0,
ASPO101,20:35:00,20:35:00,ASPO354,12,V.le A.Moro 137,0,0,
ASPO101,20:36:00,20:36:00,ASPO353,13,V.le A.Moro 87,0,0,
ASPO101,20:36:00,20:36:00,ASPO352,14,A.Moro fr.Ospedale,0,0,
ASPO101,20:37:00,20:37:00,ASPO351,15,Centro Martini,0,0,
ASPO101,20:38:00,20:38:00,ASPO101,16,D'Annunzio CC,0,0,
ASPO101,20:38:00,20:38:00,ASPO102,17,D'Annunzio fr.FS,0,0,
ASPO101,20:39:00,20:39:00,ASPO103,18,Necropoli S.Simplicio,0,0,
ASPO101,20:40:00,20:40:00,ASPO104,19,Via Brigata Sassari,0,0,
ASPO101,20:40:00,20:40:00,ASPO601,20,Barcellona V.Rossini,0,0,
ASPO101,20:41:00,20:41:00,ASPO602,21,Barcellona Porpora,0,0,
ASPO101,20:41:00,20:41:00,ASPO605,22,Barcellona fr.Nassiria,0,0,
ASPO101,20:42:00,20:42:00,ASPO606,23,Via Barcellona V.Caro,0,0,
ASPO101,20:42:00,20:42:00,ASPO607,24,Via De Sanctis,0,0,
ASPO101,20:43:00,20:43:00,ASPO608,25,Via Correggio V.Corelli,0,0,
ASPO101,20:43:00,20:43:00,ASPO609,26,Via Correggio Gregorio,0,0,
ASPO101,20:44:00,20:44:00,ASPO610,27,Via Vesuvio,0,0,
ASPO101,20:44:00,20:44:00,ASPO611,28,V.Vitt. Veneto fr.ENI,0,0,
ASPO101,20:45:00,20:45:00,ASPO612,29,V.Vitt. Veneto V.Emilia,0,0,
ASPO101,20:46:00,20:46:00,ASPO613,30,V.Vitt. Veneto A.Adige,0,0,
ASPO101,20:46:00,20:46:00,ASPO614,31,Vitt. Veneto Campania,0,0,
ASPO101,20:47:00,20:47:00,ASPO615,32,V.Vitt. Veneto fr.V.Toti,0,0,
ASPO101,20:47:00,20:47:00,ASPO616,33,V.Vitt. Veneto fr.V.Diaz,0,0,
ASPO101,20:48:00,20:48:00,ASPO617,34,Mameli 6,0,0,
ASPO101,20:48:00,20:48:00,ASPO106,35,Mameli Casermette,0,0,
ASPO101,20:49:00,20:49:00,ASPO107,36,Via Roma,0,0,
ASPO101,20:49:00,20:49:00,ASPO108,37,Via Roma p.zzo Pinna,0,0,
ASPO101,20:50:00,20:50:00,ASPO820,38,Via Lituania Pescheria,0,0,
ASPO101,20:51:00,20:51:00,ASPO816,39,Via Imperia,0,0,
ASPO101,20:51:00,20:51:00,ASPO817,40,Via Imperia,0,0,
ASPO101,20:52:00,20:52:00,ASPO818,41,Via Vicenza SISA,0,0,
ASPO101,20:52:00,20:52:00,ASPO813,42,Via Vicenza V.Asti,0,0,
ASPO101,20:52:00,20:52:00,ASPO814,43,Via Venafiorita ex trib.,0,0,
ASPO101,20:53:00,20:53:00,ASPO815,44,Via Mestre,0,0,
ASPO101,20:54:00,20:54:00,ASPO825,45,Via Modena V.Parma,0,0,
ASPO101,20:55:00,20:55:00,ASPO826,46,Via Modena fr. Jesolo,0,0,
ASPO101,20:55:00,20:55:00,ASPO827,47,Via Modena,0,0,
ASPO101,20:56:00,20:56:00,ASPO828,48,Sa Marinedda,0,0,
ASPO101,20:56:00,20:56:00,ASPO893,49,Basa,0,0,
ASPO1018,15:15:00,15:15:00,ASPO892,1,Via Venafiorita cimitero,0,0,
ASPO1018,15:16:00,15:16:00,ASPO865,2,V.Venafiorita fr. ex trib.,0,0,
ASPO1018,15:17:00,15:17:00,ASPO864,3,Via Vicenza fr. Market,0,0,
ASPO1018,15:18:00,15:18:00,ASPO863,4,V.Vicenza fr. tecnico,0,0,
ASPO1018,15:18:00,15:18:00,ASPO862,5,Via Faenza 49,0,0,
ASPO1018,15:19:00,15:19:00,ASPO861,6,Via Faenza 33,0,0,
ASPO1018,15:19:00,15:19:00,ASPO860,7,Via Belluno 70,0,0,
ASPO1018,15:20:00,15:20:00,ASPO859,8,Via Messico,0,0,
ASPO1018,15:20:00,15:20:00,ASPO858,9,Campobasso fr.parco,0,0,
ASPO1018,15:21:00,15:21:00,ASPO805,10,V.La Spezia 1a parco,0,0,
ASPO1018,15:22:00,15:22:00,ASPO856,11,V.La Spezia 2a parco,0,0,
ASPO1018,15:23:00,15:23:00,ASPO857,12,Via Norvegia,0,0,
ASPO1018,15:24:00,15:24:00,ASPO854,13,Via Messico V.Austria,0,0,
ASPO1018,15:24:00,15:24:00,ASPO853,14,Via Ungheria Nespoli,0,0,
ASPO1018,15:25:00,15:25:00,ASPO852,15,Via Svizzera,0,0,
ASPO1018,15:25:00,15:25:00,ASPO851,16,Lituania fr. pescheria,0,0,
ASPO1018,15:27:00,15:27:00,ASPO866,17,Roma case Popolari,0,0,
ASPO1018,15:28:00,15:28:00,ASPO870,18,Via Roma manconi,0,0,
ASPO1018,15:29:00,15:29:00,ASPO158,19,Mameli fr.Casermette,0,0,
ASPO1018,15:29:00,15:29:00,ASPO157,20,Via Mameli 1,0,0,
ASPO1018,15:30:00,15:30:00,ASPO156,21,Via San Simplicio 6,0,0,
ASPO1018,15:31:00,15:31:00,ASPO155,22,Necropoli S.Simplicio,0,0,
ASPO1018,15:31:00,15:31:00,ASPO154,23,D'Annunzio FS,0,0,
ASPO1018,15:31:00,15:31:00,ASPO153,24,D'Annunzio fr.CC,0,0,
ASPO1018,15:31:00,15:31:00,ASPO152,25,Centro Martini,0,0,
ASPO1018,15:32:00,15:32:00,ASPO151,26,Via Galvani 12A,0,0,
ASPO1018,15:33:00,15:33:00,ASPO501,27,Via Galvani 78,0,0,
ASPO1018,15:34:00,15:34:00,ASPO502,28,Via Galvani fr.F.Noce,0,0,
ASPO1018,15:34:00,15:34:00,ASPO503,29,Via Petta incrocio Piro,0,0,
ASPO1018,15:35:00,15:35:00,ASPO504,30,Via Petta 60,0,0,
ASPO1018,15:35:00,15:35:00,ASPO505,31,Via Bini,0,0,
ASPO1018,15:37:00,15:37:00,ASPO506,32,San Nicola,0,0,
ASPO1018,15:37:00,15:37:00,ASPO591,33,Poltu Quadu,0,0,
ASPO1019,12:15:00,12:15:00,ASPO892,1,Via Venafiorita cimitero,0,0,
ASPO1019,12:16:00,12:16:00,ASPO865,2,V.Venafiorita fr. ex trib.,0,0,
ASPO1019,12:17:00,12:17:00,ASPO864,3,Via Vicenza fr. Market,0,0,
ASPO1019,12:18:00,12:18:00,ASPO863,4,V.Vicenza fr. tecnico,0,0,
ASPO1019,12:18:00,12:18:00,ASPO862,5,Via Faenza 49,0,0,
ASPO1019,12:19:00,12:19:00,ASPO861,6,Via Faenza 33,0,0,
ASPO1019,12:19:00,12:19:00,ASPO860,7,Via Belluno 70,0,0,
ASPO1019,12:20:00,12:20:00,ASPO859,8,Via Messico,0,0,
ASPO1019,12:20:00,12:20:00,ASPO858,9,Campobasso fr.parco,0,0,
ASPO1019,12:21:00,12:21:00,ASPO805,10,V.La Spezia 1a parco,0,0,
ASPO1019,12:22:00,12:22:00,ASPO856,11,V.La Spezia 2a parco,0,0,
ASPO1019,12:23:00,12:23:00,ASPO857,12,Via Norvegia,0,0,
ASPO1019,12:24:00,12:24:00,ASPO854,13,Via Messico V.Austria,0,0,
ASPO1019,12:24:00,12:24:00,ASPO853,14,Via Ungheria Nespoli,0,0,
ASPO1019,12:25:00,12:25:00,ASPO852,15,Via Svizzera,0,0,
ASPO1019,12:25:00,12:25:00,ASPO851,16,Lituania fr. pescheria,0,0,
ASPO1019,12:27:00,12:27:00,ASPO866,17,Roma case Popolari,0,0,
ASPO1019,12:28:00,12:28:00,ASPO870,18,Via Roma manconi,0,0,
ASPO1019,12:29:00,12:29:00,ASPO158,19,Mameli fr.Casermette,0,0,
ASPO1019,12:29:00,12:29:00,ASPO157,20,Via Mameli 1,0,0,
ASPO1019,12:30:00,12:30:00,ASPO156,21,Via San Simplicio 6,0,0,
ASPO1019,12:31:00,12:31:00,ASPO155,22,Necropoli S.Simplicio,0,0,
ASPO1019,12:31:00,12:31:00,ASPO154,23,D'Annunzio FS,0,0,
ASPO1019,12:31:00,12:31:00,ASPO153,24,D'Annunzio fr.CC,0,0,
ASPO1019,12:31:00,12:31:00,ASPO152,25,Centro Martini,0,0,
ASPO1019,12:32:00,12:32:00,ASPO151,26,Via Galvani 12A,0,0,
ASPO1019,12:33:00,12:33:00,ASPO501,27,Via Galvani 78,0,0,
ASPO1019,12:34:00,12:34:00,ASPO502,28,Via Galvani fr.F.Noce,0,0,
ASPO1019,12:34:00,12:34:00,ASPO503,29,Via Petta incrocio Piro,0,0,
ASPO1019,12:35:00,12:35:00,ASPO504,30,Via Petta 60,0,0,
ASPO1019,12:35:00,12:35:00,ASPO505,31,Via Bini,0,0,
ASPO1019,12:37:00,12:37:00,ASPO506,32,San Nicola,0,0,
ASPO1019,12:37:00,12:37:00,ASPO591,33,Poltu Quadu,0,0,
ASPO102,7:57:00,7:57:00,ASPO101,1,D'Annunzio CC,0,0,
ASPO102,7:57:00,7:57:00,ASPO102,2,D'Annunzio fr.FS,0,0,
ASPO102,7:58:00,7:58:00,ASPO103,3,Necropoli S.Simplicio,0,0,
ASPO102,7:58:00,7:58:00,ASPO104,4,Via San Simplicio,0,0,
ASPO102,7:58:00,7:58:00,ASPO105,5,Mameli 6,0,0,
ASPO102,7:59:00,7:59:00,ASPO106,6,Mameli Casermette,0,0,
ASPO102,7:59:00,7:59:00,ASPO107,7,Via Roma,0,0,
ASPO102,8:00:00,8:00:00,ASPO108,8,Via Roma p.zzo Pinna,0,0,
ASPO102,8:00:00,8:00:00,ASPO820,9,Sacra Famiglia,0,0,
ASPO102,8:01:00,8:01:00,ASPO821,10,Via Roma Market,0,0,
ASPO102,8:01:00,8:01:00,ASPO822,11,Via Roma Cimitero,0,0,
ASPO102,8:02:00,8:02:00,ASPO823,12,Via Mestre,0,0,
ASPO102,8:04:00,8:04:00,ASPO825,13,Via Modena V.Parma,0,0,
ASPO102,8:04:00,8:04:00,ASPO826,14,Via Modena fr. Jesolo,0,0,
ASPO102,8:04:00,8:04:00,ASPO827,15,Via Modena,0,0,
ASPO102,8:05:00,8:05:00,ASPO828,16,Sa Marinedda,0,0,
ASPO102,8:05:00,8:05:00,ASPO893,17,Centro Martini,0,0,
ASPO1020,9:15:00,9:15:00,ASPO892,1,Via Venafiorita cimitero,0,0,
ASPO1020,9:16:00,9:16:00,ASPO865,2,V.Venafiorita fr. ex trib.,0,0,
ASPO1020,9:17:00,9:17:00,ASPO864,3,Via Vicenza fr. Market,0,0,
ASPO1020,9:18:00,9:18:00,ASPO863,4,V.Vicenza fr. tecnico,0,0,
ASPO1020,9:18:00,9:18:00,ASPO862,5,Via Faenza 49,0,0,
ASPO1020,9:19:00,9:19:00,ASPO861,6,Via Faenza 33,0,0,
ASPO1020,9:19:00,9:19:00,ASPO860,7,Via Belluno 70,0,0,
ASPO1020,9:20:00,9:20:00,ASPO859,8,Via Messico,0,0,
ASPO1020,9:20:00,9:20:00,ASPO858,9,Campobasso fr.parco,0,0,
ASPO1020,9:21:00,9:21:00,ASPO805,10,V.La Spezia 1a parco,0,0,
ASPO1020,9:22:00,9:22:00,ASPO856,11,V.La Spezia 2a parco,0,0,
ASPO1020,9:23:00,9:23:00,ASPO857,12,Via Norvegia,0,0,
ASPO1020,9:24:00,9:24:00,ASPO854,13,Via Messico V.Austria,0,0,
ASPO1020,9:24:00,9:24:00,ASPO853,14,Via Ungheria Nespoli,0,0,
ASPO1020,9:25:00,9:25:00,ASPO852,15,Via Svizzera,0,0,
ASPO1020,9:25:00,9:25:00,ASPO851,16,Lituania fr. pescheria,0,0,
ASPO1020,9:27:00,9:27:00,ASPO866,17,Roma case Popolari,0,0,
ASPO1020,9:28:00,9:28:00,ASPO870,18,Via Roma manconi,0,0,
ASPO1020,9:29:00,9:29:00,ASPO158,19,Mameli fr.Casermette,0,0,
ASPO1020,9:29:00,9:29:00,ASPO157,20,Via Mameli 1,0,0,
ASPO1020,9:30:00,9:30:00,ASPO156,21,Via San Simplicio 6,0,0,
ASPO1020,9:31:00,9:31:00,ASPO155,22,Necropoli S.Simplicio,0,0,
ASPO1020,9:31:00,9:31:00,ASPO154,23,D'Annunzio FS,0,0,
ASPO1020,9:31:00,9:31:00,ASPO153,24,D'Annunzio fr.CC,0,0,
ASPO1020,9:31:00,9:31:00,ASPO152,25,Centro Martini,0,0,
ASPO1020,9:32:00,9:32:00,ASPO151,26,Via Galvani 12A,0,0,
ASPO1020,9:33:00,9:33:00,ASPO501,27,Via Galvani 78,0,0,
ASPO1020,9:34:00,9:34:00,ASPO502,28,Via Galvani fr.F.Noce,0,0,
ASPO1020,9:34:00,9:34:00,ASPO503,29,Via Petta incrocio Piro,0,0,
ASPO1020,9:35:00,9:35:00,ASPO504,30,Via Petta 60,0,0,
ASPO1020,9:35:00,9:35:00,ASPO505,31,Via Bini,0,0,
ASPO1020,9:37:00,9:37:00,ASPO506,32,San Nicola,0,0,
ASPO1020,9:37:00,9:37:00,ASPO591,33,Poltu Quadu,0,0,
ASPO1021,14:15:00,14:15:00,ASPO892,1,Via Venafiorita cimitero,0,0,
ASPO1021,14:16:00,14:16:00,ASPO865,2,V.Venafiorita fr. ex trib.,0,0,
ASPO1021,14:17:00,14:17:00,ASPO864,3,Via Vicenza fr. Market,0,0,
ASPO1021,14:18:00,14:18:00,ASPO863,4,V.Vicenza fr. tecnico,0,0,
ASPO1021,14:18:00,14:18:00,ASPO862,5,Via Faenza 49,0,0,
ASPO1021,14:19:00,14:19:00,ASPO861,6,Via Faenza 33,0,0,
ASPO1021,14:19:00,14:19:00,ASPO860,7,Via Belluno 70,0,0,
ASPO1021,14:20:00,14:20:00,ASPO859,8,Via Messico,0,0,
ASPO1021,14:20:00,14:20:00,ASPO858,9,Campobasso fr.parco,0,0,
ASPO1021,14:21:00,14:21:00,ASPO805,10,V.La Spezia 1a parco,0,0,
ASPO1021,14:22:00,14:22:00,ASPO856,11,V.La Spezia 2a parco,0,0,
ASPO1021,14:23:00,14:23:00,ASPO857,12,Via Norvegia,0,0,
ASPO1021,14:24:00,14:24:00,ASPO854,13,Via Messico V.Austria,0,0,
ASPO1021,14:24:00,14:24:00,ASPO853,14,Via Ungheria Nespoli,0,0,
ASPO1021,14:25:00,14:25:00,ASPO852,15,Via Svizzera,0,0,
ASPO1021,14:25:00,14:25:00,ASPO851,16,Lituania fr. pescheria,0,0,
ASPO1021,14:27:00,14:27:00,ASPO866,17,Roma case Popolari,0,0,
ASPO1021,14:28:00,14:28:00,ASPO870,18,Via Roma manconi,0,0,
ASPO1021,14:29:00,14:29:00,ASPO158,19,Mameli fr.Casermette,0,0,
ASPO1021,14:29:00,14:29:00,ASPO157,20,Via Mameli 1,0,0,
ASPO1021,14:30:00,14:30:00,ASPO156,21,Via San Simplicio 6,0,0,
ASPO1021,14:31:00,14:31:00,ASPO155,22,Necropoli S.Simplicio,0,0,
ASPO1021,14:31:00,14:31:00,ASPO154,23,D'Annunzio FS,0,0,
ASPO1021,14:31:00,14:31:00,ASPO153,24,D'Annunzio fr.CC,0,0,
ASPO1021,14:31:00,14:31:00,ASPO152,25,Centro Martini,0,0,
ASPO1021,14:32:00,14:32:00,ASPO151,26,Via Galvani 12A,0,0,
ASPO1021,14:33:00,14:33:00,ASPO501,27,Via Galvani 78,0,0,
ASPO1021,14:34:00,14:34:00,ASPO502,28,Via Galvani fr.F.Noce,0,0,
ASPO1021,14:34:00,14:34:00,ASPO503,29,Via Petta incrocio Piro,0,0,
ASPO1021,14:35:00,14:35:00,ASPO504,30,Via Petta 60,0,0,
ASPO1021,14:35:00,14:35:00,ASPO505,31,Via Bini,0,0,
ASPO1021,14:37:00,14:37:00,ASPO506,32,San Nicola,0,0,
ASPO1021,14:37:00,14:37:00,ASPO591,33,Poltu Quadu,0,0,
ASPO1022,14:45:00,14:45:00,ASPO892,1,Via Venafiorita cimitero,0,0,
ASPO1022,14:46:00,14:46:00,ASPO865,2,V.Venafiorita fr. ex trib.,0,0,
ASPO1022,14:47:00,14:47:00,ASPO864,3,Via Vicenza fr. Market,0,0,
ASPO1022,14:48:00,14:48:00,ASPO863,4,V.Vicenza fr. tecnico,0,0,
ASPO1022,14:48:00,14:48:00,ASPO862,5,Via Faenza 49,0,0,
ASPO1022,14:49:00,14:49:00,ASPO861,6,Via Faenza 33,0,0,
ASPO1022,14:49:00,14:49:00,ASPO860,7,Via Belluno 70,0,0,
ASPO1022,14:50:00,14:50:00,ASPO859,8,Via Messico,0,0,
ASPO1022,14:50:00,14:50:00,ASPO858,9,Campobasso fr.parco,0,0,
ASPO1022,14:51:00,14:51:00,ASPO805,10,V.La Spezia 1a parco,0,0,
ASPO1022,14:52:00,14:52:00,ASPO856,11,V.La Spezia 2a parco,0,0,
ASPO1022,14:53:00,14:53:00,ASPO857,12,Via Norvegia,0,0,
ASPO1022,14:54:00,14:54:00,ASPO854,13,Via Messico V.Austria,0,0,
ASPO1022,14:54:00,14:54:00,ASPO853,14,Via Ungheria Nespoli,0,0,
ASPO1022,14:55:00,14:55:00,ASPO852,15,Via Svizzera,0,0,
ASPO1022,14:55:00,14:55:00,ASPO851,16,Lituania fr. pescheria,0,0,
ASPO1022,14:57:00,14:57:00,ASPO866,17,Roma case Popolari,0,0,
ASPO1022,14:58:00,14:58:00,ASPO870,18,Via Roma manconi,0,0,
ASPO1022,14:59:00,14:59:00,ASPO158,19,Mameli fr.Casermette,0,0,
ASPO1022,14:59:00,14:59:00,ASPO157,20,Via Mameli 1,0,0,
ASPO1022,15:00:00,15:00:00,ASPO156,21,Via San Simplicio 6,0,0,
ASPO1022,15:01:00,15:01:00,ASPO155,22,Necropoli S.Simplicio,0,0,
ASPO1022,15:01:00,15:01:00,ASPO154,23,D'Annunzio FS,0,0,
ASPO1022,15:01:00,15:01:00,ASPO153,24,D'Annunzio fr.CC,0,0,
ASPO1022,15:01:00,15:01:00,ASPO152,25,Centro Martini,0,0,
ASPO1022,15:02:00,15:02:00,ASPO151,26,Via Galvani 12A,0,0,
ASPO1022,15:03:00,15:03:00,ASPO501,27,Via Galvani 78,0,0,
ASPO1022,15:04:00,15:04:00,ASPO502,28,Via Galvani fr.F.Noce,0,0,
ASPO1022,15:04:00,15:04:00,ASPO503,29,Via Petta incrocio Piro,0,0,
ASPO1022,15:05:00,15:05:00,ASPO504,30,Via Petta 60,0,0,
ASPO1022,15:05:00,15:05:00,ASPO505,31,Via Bini,0,0,
ASPO1022,15:07:00,15:07:00,ASPO506,32,San Nicola,0,0,
ASPO1022,15:07:00,15:07:00,ASPO591,33,Poltu Quadu,0,0,
ASPO1023,12:45:00,12:45:00,ASPO591,1,Via Petta fr. 60,0,0,
ASPO1023,12:45:00,12:45:00,ASPO555,2,Petta Croce Bianca,0,0,
ASPO1023,12:46:00,12:46:00,ASPO554,3,Via Galvani F.Noce,0,0,
ASPO1023,12:47:00,12:47:00,ASPO553,4,Via Galvani fr. 78,0,0,
ASPO1023,12:47:00,12:47:00,ASPO552,5,Via Galvani fr. 14,0,0,
ASPO1023,12:48:00,12:48:00,ASPO551,6,Centro Martini,0,0,
ASPO1023,12:49:00,12:49:00,ASPO101,7,D'Annunzio CC,0,0,
ASPO1023,12:51:00,12:51:00,ASPO102,8,D'Annunzio fr.FS,0,0,
ASPO1023,12:52:00,12:52:00,ASPO103,9,Necropoli S.Simplicio,0,0,
ASPO1023,12:53:00,12:53:00,ASPO104,10,Via San Simplicio,0,0,
ASPO1023,12:54:00,12:54:00,ASPO105,11,Mameli 6,0,0,
ASPO1023,12:55:00,12:55:00,ASPO106,12,Mameli Casermette,0,0,
ASPO1023,12:55:00,12:55:00,ASPO107,13,Via Roma,0,0,
ASPO1023,12:56:00,12:56:00,ASPO108,14,Via Ungheria Nespoli,0,0,
ASPO1023,12:57:00,12:57:00,ASPO801,15,Via Ungheria Nespoli,0,0,
ASPO1023,12:58:00,12:58:00,ASPO802,16,Via Germania 370,0,0,
ASPO1023,12:59:00,12:59:00,ASPO803,17,Via Gran Bretagna,0,0,
ASPO1023,13:00:00,13:00:00,ASPO804,18,La Spezia 2a fr.parco,0,0,
ASPO1023,13:01:00,13:01:00,ASPO807,19,La Spezia 1a fr.parco,0,0,
ASPO1023,13:02:00,13:02:00,ASPO806,20,Campobasso parco,0,0,
ASPO1023,13:03:00,13:03:00,ASPO855,21,Via Messico,0,0,
ASPO1023,13:04:00,13:04:00,ASPO808,22,Via Belluno 55/57,0,0,
ASPO1023,13:05:00,13:05:00,ASPO809,23,Via Faenza 40,0,0,
ASPO1023,13:05:00,13:05:00,ASPO810,24,Via Faenza 78,0,0,
ASPO1023,13:06:00,13:06:00,ASPO811,25,Via Vicenza tecnico,0,0,
ASPO1023,13:07:00,13:07:00,ASPO812,26,Via Vicenza SISA,0,0,
ASPO1023,13:07:00,13:07:00,ASPO813,27,Via Vicenza V.Asti,0,0,
ASPO1023,13:08:00,13:08:00,ASPO814,28,Via Venafiorita ex trib.,0,0,
ASPO1023,13:08:00,13:08:00,ASPO815,29,Via Mestre,0,0,
ASPO1023,13:10:00,13:10:00,ASPO825,30,Poltu Quadu,0,0,
ASPO1023,13:10:00,13:10:00,ASPO892,31,San Nicola,0,0,
ASPO1024,13:15:00,13:15:00,ASPO591,1,Via Petta fr. 60,0,0,
ASPO1024,13:15:00,13:15:00,ASPO555,2,Petta Croce Bianca,0,0,
ASPO1024,13:16:00,13:16:00,ASPO554,3,Via Galvani F.Noce,0,0,
ASPO1024,13:17:00,13:17:00,ASPO553,4,Via Galvani fr. 78,0,0,
ASPO1024,13:17:00,13:17:00,ASPO552,5,Via Galvani fr. 14,0,0,
ASPO1024,13:18:00,13:18:00,ASPO551,6,Centro Martini,0,0,
ASPO1024,13:19:00,13:19:00,ASPO101,7,D'Annunzio CC,0,0,
ASPO1024,13:21:00,13:21:00,ASPO102,8,D'Annunzio fr.FS,0,0,
ASPO1024,13:22:00,13:22:00,ASPO103,9,Necropoli S.Simplicio,0,0,
ASPO1024,13:23:00,13:23:00,ASPO104,10,Via San Simplicio,0,0,
ASPO1024,13:24:00,13:24:00,ASPO105,11,Mameli 6,0,0,
ASPO1024,13:25:00,13:25:00,ASPO106,12,Mameli Casermette,0,0,
ASPO1024,13:25:00,13:25:00,ASPO107,13,Via Roma,0,0,
ASPO1024,13:26:00,13:26:00,ASPO108,14,Via Ungheria Nespoli,0,0,
ASPO1024,13:27:00,13:27:00,ASPO801,15,Via Ungheria Nespoli,0,0,
ASPO1024,13:28:00,13:28:00,ASPO802,16,Via Germania 370,0,0,
ASPO1024,13:29:00,13:29:00,ASPO803,17,Via Gran Bretagna,0,0,
ASPO1024,13:30:00,13:30:00,ASPO804,18,La Spezia 2a fr.parco,0,0,
ASPO1024,13:31:00,13:31:00,ASPO807,19,La Spezia 1a fr.parco,0,0,
ASPO1024,13:32:00,13:32:00,ASPO806,20,Campobasso parco,0,0,
ASPO1024,13:33:00,13:33:00,ASPO855,21,Via Messico,0,0,
ASPO1024,13:34:00,13:34:00,ASPO808,22,Via Belluno 55/57,0,0,
ASPO1024,13:35:00,13:35:00,ASPO809,23,Via Faenza 40,0,0,
ASPO1024,13:35:00,13:35:00,ASPO810,24,Via Faenza 78,0,0,
ASPO1024,13:36:00,13:36:00,ASPO811,25,Via Vicenza tecnico,0,0,
ASPO1024,13:37:00,13:37:00,ASPO812,26,Via Vicenza SISA,0,0,
ASPO1024,13:37:00,13:37:00,ASPO813,27,Via Vicenza V.Asti,0,0,
ASPO1024,13:38:00,13:38:00,ASPO814,28,Via Venafiorita ex trib.,0,0,
ASPO1024,13:38:00,13:38:00,ASPO815,29,Via Mestre,0,0,
ASPO1024,13:40:00,13:40:00,ASPO825,30,Poltu Quadu,0,0,
ASPO1024,13:40:00,13:40:00,ASPO892,31,San Nicola,0,0,
ASPO1025,18:45:00,18:45:00,ASPO591,1,Via Petta fr. 60,0,0,
ASPO1025,18:45:00,18:45:00,ASPO555,2,Petta Croce Bianca,0,0,
ASPO1025,18:46:00,18:46:00,ASPO554,3,Via Galvani F.Noce,0,0,
ASPO1025,18:47:00,18:47:00,ASPO553,4,Via Galvani fr. 78,0,0,
