stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
ASPO606,"","via barcellona fronte piazza nassiria","","40.926430001762","9.4862500000119",""
ASPO607,"","via barcellona angolo via caro","","40.927500001762","9.4828600000118",""
ASPO608,"","via de sanctis","","40.927560001761","9.4800200000117",""
ASPO609,"","via correggio angolo via corelli","","40.926160001761","9.4801400000117",""
ASPO610,"","via correggio zona gregorio","","40.923690001761","9.4810100000117",""
ASPO611,"","via vesuvio","","40.921700001761","9.4815700000117",""
ASPO612,"","via vittorio veneto fronte agip","","40.921570001761","9.4827800000118",""
ASPO613,"","via vittorio veneto lato via emilia","","40.921910001761","9.4851100000118",""
ASPO614,"","via vittorio veneto lato via alto adige","","40.922400001762","9.4883000000119",""
ASPO615,"","via vittorio veneto lato via campania","","40.922970001762","9.492110000012",""
ASPO616,"","via vittorio veneto fronte via toti","","40.923230001762","9.4937200000121",""
ASPO617,"","via vittorio veneto fronte via diaz","","40.923580001763","9.4961700000121",""
ASPO621,"","via cimabue lato scuole","","40.923060001762","9.4874000000119",""
ASPO622,"","via cesti","","40.924120001762","9.4860000000119",""
ASPO623,"","via tre venezie 1a fermata dir ospedale","","40.92093000176","9.4817500000117",""
ASPO624,"","via tre venezie 2a fermata dir. ospedale","","40.91794000176","9.4825200000117",""
ASPO625,"","via bazzoni sircana lato uffici asl","","40.916060001759","9.4794900000117",""
ASPO626,"","via bazzoni 2a fermata dir. ospedale","","40.914880001759","9.4777200000116",""
ASPO627,"","via bazzoni (chiesa)","","40.913580001758","9.4754100000116",""
ASPO628,"","via barcellona angolo via de santis","","40.928030001761","9.4798400000117",""
ASPO629,"","via barcellona fronte via cambini","","40.928120001761","9.4778500000116",""
ASPO630,"","via barcellona fronte via san domenico","","40.928780001761","9.4742000000116",""
ASPO631,"","via barcellona fronte via san pietro","","40.929330002303","9.4717200000154",""
ASPO632,"","via barcellona fronte via san severino","","40.92929000176","9.4659200000113",""
ASPO633,"","via barcellona fronte via san giovanni","","40.92951000176","9.4634000000113",""
ASPO634,"","via santa lucia lato via san vittore","","40.93033000176","9.4598700000112",""
ASPO635,"","via santa lucia lato via pegaso","","40.930180001759","9.4568700000111",""
ASPO636,"","via santa lucia 3a fermata","","40.930050001759","9.453630000011",""
ASPO637,"","via santa lucia fronte via lattea","","40.930130001759","9.451790000011",""
ASPO638,"","via santa lucia lato via del grano","","40.930060001758","9.4499300000109",""
ASPO639,"","via santa lucia lato via santa mariedda","","40.930060002301","9.4467600000145",""
ASPO651,"","via fausto noce san simplicio","","40.925740001763","9.4959600000121",""
ASPO652,"","via fausto noce prima fermata","","40.926530001763","9.492970000012",""
ASPO653,"","via leoncavallo seconda fermata","","40.927500001763","9.490380000012",""
ASPO654,"","via leoncavallo prima fermata","","40.925270001762","9.489890000012",""
ASPO655,"","via barcellona (via vivaldi)","","40.925770001762","9.4877200000119",""
ASPO656,"","via barcellona lato piazza nassiria","","40.926360001762","9.4862800000119",""
