trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_dropoff_window,end_pickup_dropoff_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset
t_1367405_b_30612_tn_5,09:01:00,09:01:00,2384174,7,,0,0,1946.45253926859,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:05:00,09:05:00,2384138,8,,0,0,2151.34258624424,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:06:00,09:06:00,2384131,9,,0,0,2418.35056928809,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:10:00,09:10:00,2384170,10,,0,0,2836.21182870855,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:12:00,09:12:00,2384164,11,,0,0,3188.19634466883,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:13:00,09:13:00,2384128,12,,0,0,3387.24824604475,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:15:00,09:15:00,2384167,13,,0,0,3593.28428791763,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:17:00,09:17:00,2574450,14,,0,0,3938.42374631113,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_5,09:19:00,09:19:00,2384126,15,,0,0,4252.27553242,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:19:00,09:19:00,2384126,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:20:00,09:20:00,2384166,2,,0,0,281.767775036468,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:22:00,09:22:00,2384135,3,,0,0,535.686722867643,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:26:00,09:26:00,2384139,4,,0,0,935.131906217983,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:27:00,09:27:00,2751960,5,,0,0,1189.29441213341,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:31:00,09:31:00,2574495,6,,0,0,1712.5757796042,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:32:00,09:32:00,2384174,7,,0,0,1946.45253926859,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:36:00,09:36:00,2384138,8,,0,0,2151.34258624424,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:37:00,09:37:00,2384131,9,,0,0,2418.35056928809,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:41:00,09:41:00,2384170,10,,0,0,2836.21182870855,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:43:00,09:43:00,2384164,11,,0,0,3188.19634466883,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:44:00,09:44:00,2384128,12,,0,0,3387.24824604475,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:46:00,09:46:00,2384167,13,,0,0,3593.28428791763,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:48:00,09:48:00,2574450,14,,0,0,3938.42374631113,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_6,09:50:00,09:50:00,2384126,15,,0,0,4252.27553242,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,09:50:00,09:50:00,2384126,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,09:51:00,09:51:00,2384166,2,,0,0,281.767775036468,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,09:53:00,09:53:00,2384135,3,,0,0,535.686722867643,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,09:57:00,09:57:00,2384139,4,,0,0,935.131906217983,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,09:58:00,09:58:00,2751960,5,,0,0,1189.29441213341,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:02:00,10:02:00,2574495,6,,0,0,1712.5757796042,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:03:00,10:03:00,2384174,7,,0,0,1946.45253926859,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:07:00,10:07:00,2384138,8,,0,0,2151.34258624424,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:08:00,10:08:00,2384131,9,,0,0,2418.35056928809,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:12:00,10:12:00,2384170,10,,0,0,2836.21182870855,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:14:00,10:14:00,2384164,11,,0,0,3188.19634466883,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:15:00,10:15:00,2384128,12,,0,0,3387.24824604475,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:17:00,10:17:00,2384167,13,,0,0,3593.28428791763,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:19:00,10:19:00,2574450,14,,0,0,3938.42374631113,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_7,10:21:00,10:21:00,2384126,15,,0,0,4252.27553242,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:21:00,10:21:00,2384126,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:22:00,10:22:00,2384166,2,,0,0,281.767775036468,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:24:00,10:24:00,2384135,3,,0,0,535.686722867643,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:28:00,10:28:00,2384139,4,,0,0,935.131906217983,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:29:00,10:29:00,2751960,5,,0,0,1189.29441213341,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:33:00,10:33:00,2574495,6,,0,0,1712.5757796042,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:34:00,10:34:00,2384174,7,,0,0,1946.45253926859,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:38:00,10:38:00,2384138,8,,0,0,2151.34258624424,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:39:00,10:39:00,2384131,9,,0,0,2418.35056928809,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:43:00,10:43:00,2384170,10,,0,0,2836.21182870855,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:45:00,10:45:00,2384164,11,,0,0,3188.19634466883,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:46:00,10:46:00,2384128,12,,0,0,3387.24824604475,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:48:00,10:48:00,2384167,13,,0,0,3593.28428791763,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:50:00,10:50:00,2574450,14,,0,0,3938.42374631113,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_8,10:52:00,10:52:00,2384126,15,,0,0,4252.27553242,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,10:52:00,10:52:00,2384126,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,10:53:00,10:53:00,2384166,2,,0,0,281.767775036468,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,10:55:00,10:55:00,2384135,3,,0,0,535.686722867643,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,10:59:00,10:59:00,2384139,4,,0,0,935.131906217983,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:00:00,11:00:00,2751960,5,,0,0,1189.29441213341,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:04:00,11:04:00,2574495,6,,0,0,1712.5757796042,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:05:00,11:05:00,2384174,7,,0,0,1946.45253926859,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:09:00,11:09:00,2384138,8,,0,0,2151.34258624424,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:10:00,11:10:00,2384131,9,,0,0,2418.35056928809,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:14:00,11:14:00,2384170,10,,0,0,2836.21182870855,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:16:00,11:16:00,2384164,11,,0,0,3188.19634466883,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:17:00,11:17:00,2384128,12,,0,0,3387.24824604475,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:19:00,11:19:00,2384167,13,,0,0,3593.28428791763,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:21:00,11:21:00,2574450,14,,0,0,3938.42374631113,0,,,,,1,1,,,,,,,,
t_1367405_b_30612_tn_9,11:23:00,11:23:00,2384126,15,,0,0,4252.27553242,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:45:00,06:45:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:48:00,06:48:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:50:00,06:50:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:51:00,06:51:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:53:00,06:53:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:55:00,06:55:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:57:00,06:57:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,06:59:00,06:59:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:01:00,07:01:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:04:00,07:04:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:06:00,07:06:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:08:00,07:08:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:10:00,07:10:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:12:00,07:12:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:13:00,07:13:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_1,07:16:00,07:16:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:24:00,11:24:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:27:00,11:27:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:29:00,11:29:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:30:00,11:30:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:32:00,11:32:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:34:00,11:34:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:36:00,11:36:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:38:00,11:38:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:40:00,11:40:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:43:00,11:43:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:45:00,11:45:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:47:00,11:47:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:49:00,11:49:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:51:00,11:51:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:52:00,11:52:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_10,11:55:00,11:55:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,11:55:00,11:55:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,11:58:00,11:58:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:00:00,12:00:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:01:00,12:01:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:03:00,12:03:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:05:00,12:05:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:07:00,12:07:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:09:00,12:09:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:11:00,12:11:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:14:00,12:14:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:16:00,12:16:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:18:00,12:18:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:20:00,12:20:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:22:00,12:22:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:23:00,12:23:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_11,12:26:00,12:26:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:26:00,12:26:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:29:00,12:29:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:31:00,12:31:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:32:00,12:32:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:34:00,12:34:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:36:00,12:36:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:38:00,12:38:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:40:00,12:40:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:42:00,12:42:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:45:00,12:45:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:47:00,12:47:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:49:00,12:49:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:51:00,12:51:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:53:00,12:53:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:54:00,12:54:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_12,12:57:00,12:57:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,12:57:00,12:57:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:00:00,13:00:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:02:00,13:02:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:03:00,13:03:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:05:00,13:05:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:07:00,13:07:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:09:00,13:09:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:11:00,13:11:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:13:00,13:13:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:16:00,13:16:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:18:00,13:18:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:20:00,13:20:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:22:00,13:22:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:24:00,13:24:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:25:00,13:25:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_13,13:28:00,13:28:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:28:00,13:28:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:31:00,13:31:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:33:00,13:33:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:34:00,13:34:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:36:00,13:36:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:38:00,13:38:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:40:00,13:40:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:42:00,13:42:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:44:00,13:44:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:47:00,13:47:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:49:00,13:49:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:51:00,13:51:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:53:00,13:53:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:55:00,13:55:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:56:00,13:56:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_14,13:59:00,13:59:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,13:59:00,13:59:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:02:00,14:02:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:04:00,14:04:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:05:00,14:05:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:07:00,14:07:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:09:00,14:09:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:11:00,14:11:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:13:00,14:13:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:15:00,14:15:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:18:00,14:18:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:20:00,14:20:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:22:00,14:22:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:24:00,14:24:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:26:00,14:26:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:27:00,14:27:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_15,14:30:00,14:30:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:30:00,14:30:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:33:00,14:33:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:35:00,14:35:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:36:00,14:36:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:38:00,14:38:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:40:00,14:40:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:42:00,14:42:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:44:00,14:44:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:46:00,14:46:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:49:00,14:49:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:51:00,14:51:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:53:00,14:53:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:55:00,14:55:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:57:00,14:57:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,14:58:00,14:58:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_16,15:01:00,15:01:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:01:00,15:01:00,2574499,1,,0,0,0,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:04:00,15:04:00,2384153,2,,0,0,1073.97329213447,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:06:00,15:06:00,2574498,3,,0,0,1566.0364810733,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:07:00,15:07:00,2384156,4,,0,0,2261.83249860218,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:09:00,15:09:00,2384157,5,,0,0,3287.32647910568,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:11:00,15:11:00,2384158,6,,0,0,3746.65016738146,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:13:00,15:13:00,2384159,7,,0,0,4068.58521451211,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:15:00,15:15:00,2384144,8,,0,0,4429.37790336631,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:17:00,15:17:00,2384145,9,,0,0,4670.28984142259,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:20:00,15:20:00,2384148,10,,0,0,5466.05107765684,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:22:00,15:22:00,2384149,11,,0,0,5825.57440949639,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:24:00,15:24:00,2384150,12,,0,0,6299.87650844652,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:26:00,15:26:00,2384151,13,,0,0,7316.75908189151,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:28:00,15:28:00,2384184,14,,0,0,7961.28873996514,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:29:00,15:29:00,2384185,15,,0,0,8265.70125397188,0,,,,,1,1,,,,,,,,
t_1367406_b_29741_tn_17,15:32:00,15:32:00,2574499,16,,0,0,9496.88507911,0,,,,,1,1,,,,,,,,
