stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
17,17,Thurber St & Alden St,,43.018504,-76.133335,,,,,,0
22,22,Thompson Rd & Springfield Rd,SPRINGFIELD RD,43.05166,-76.080436,,,,,,0
28,28,Bishop Grimes,,43.077158,-76.06072,,,,,,0
47,47,Regional Transportation Center,,43.076641,-76.169373,,,,,,0
50,50,Loretto Rest,,43.004997,-76.135725,,,,,,0
51,51,Nob Hill Apts Building #4,,42.996453,-76.130449,,,,,,0
53,53,Glenwood Ave & Strathmore Dr,,43.019482,-76.173644,,,,,,0
99,99,S Salina St & Washington St,,43.049709,-76.152238,,,,,,0
100,100,Washington St & S Salina St,,43.049583,-76.152448,,,,,,0
102,102,S Salina St & Jefferson St,S SALINA ST & E JEFFERSON ST,43.047059,-76.152205,,,,,,0
110,110,S Salina St & Temple St,S SALINA ST & TEMPLE ST,43.0408,-76.150757,,,,,,0
116,116,S Salina St & E Taylor St,S SALINA ST & E TAYLOR ST,43.039564,-76.150364,,,,,,0
121,121,S Salina St & W Taylor St,S SALINA ST & W TAYLOR ST,43.039098,-76.150155,,,,,,0
123,123,E Taylor St & S Salina St,,43.039466,-76.150192,,,,,,0
128,128,S Salina St & Tallman St,S SALINA ST & TALLMAN ST,43.036189,-76.149629,,,,,,0
134,134,S Salina St & E Raynor Ave,S SALINA ST & E RAYNOR AVE,43.035365,-76.149432,,,,,,0
135,135,S Salina St & E Raynor Ave,S SALINA ST & E RAYNOR AVE,43.035535,-76.149519,,,,,,0
139,139,S Salina St & Furman St,S SALINA ST & FURMAN ST,43.031908,-76.148327,,,,,,0
140,140,S Salina St & Dr Martin Luther King W,S SALINA ST & W CASTLE ST,43.033108,-76.148893,,,,,,0
144,144,S Salina St & Furman St,,43.031864,-76.148241,,,,,,0
145,145,S Salina St & McLennan Ave,S SALINA ST & MCLENNAN AVE,43.028819,-76.146851,,,,,,0
147,147,S Salina St & E Kennedy St,S SALINA ST & E KENNEDY ST,43.030458,-76.147589,,,,,,0
148,148,S Salina St & Kirk Ave,,43.029652,-76.147195,,,,,,0
149,149,S Salina St & W Kennedy St,S SALINA ST & W KENNEDY ST,43.030771,-76.147773,,,,,,0
153,153,S Salina St & Kirk Ave,S SALINA ST & KIRK AVE,43.029705,-76.147269,,,,,,0
156,156,S Salina St & McLennan Ave,,43.028774,-76.146777,,,,,,0
159,159,S Salina St & E Borden Ave,S SALINA ST & E BORDEN AVE,43.027923,-76.146384,,,,,,0
166,166,S Salina St & W Borden Ave,S SALINA ST & W BORDEN AVE,43.028067,-76.146507,,,,,,0
174,174,N Salina St & W Genesee St,,43.051401,-76.152211,,,,,,0
175,175,N Salina St & E Willow St,,43.052269,-76.152124,,,,,,0
178,178,N Salina St & E Willow St,,43.052484,-76.152197,,,,,,0
179,179,N Salina St & Herald Pl,,43.05337,-76.152171,,,,,,0
180,180,E Willow St & N Salina St,,43.052394,-76.151975,,,,,,0
183,183,N Salina St & Pearl St,,43.055823,-76.152143,,,,,,0
184,184,N Salina St & Herald Pl,,43.053236,-76.15211,,,,,,0
186,186,N Salina St & E Laurel St,,43.055993,-76.152044,,,,,,0
187,187,N Salina St & Butternut St,,43.057748,-76.152067,,,,,,0
198,198,N Salina St & Ash St,,43.059234,-76.152028,,,,,,0
201,201,N Salina St & E Division St,,43.060649,-76.153272,,,,,,0
202,202,N Salina St & E Division St,,43.060488,-76.15305,,,,,,0
204,204,N Salina St & Catawba St,,43.061671,-76.15395,,,,,,0
205,205,N Salina St & Catawba St,,43.061913,-76.154332,,,,,,0
206,206,Catawba St & N Salina St,,43.06168,-76.154159,,,,,,0
208,208,N Salina St & Butternut St,,43.057587,-76.151931,,,,,,0
209,209,Butternut St & N Salina St,,43.057802,-76.151906,,,,,,0
220,220,N Salina St & Isabella St,,43.062934,-76.154985,,,,,,0
222,222,N Salina St & Union Pl,,43.064107,-76.155971,,,,,,0
223,223,N Salina St & Turtle St,,43.068032,-76.160742,,,,,,0
226,226,N Salina St & Danforth St,,43.066123,-76.157918,,,,,,0
227,227,N Salina St & Danforth St,,43.066024,-76.157783,,,,,,0
233,233,N Salina St & Turtle St,,43.067969,-76.160422,,,,,,0
235,235,N Salina St & Bear St,,43.06865,-76.16226,,,,,,0
240,240,N Salina St & Court St,,43.066974,-76.158769,,,,,,0
243,243,N Salina St & Lemoyne Ave,,43.069215,-76.163543,,,,,,0
244,244,N Salina St & Court St,,43.066974,-76.158658,,,,,,0
245,245,N Salina St & Lemoyne Ave,,43.069278,-76.163827,,,,,,0
255,255,N Salina St & Lodi St,,43.064976,-76.156747,,,,,,0
286,286,E Fayette St & Montgomery St,E FAYETTE ST & MONTGOMERY ST,43.048668,-76.149438,,,,,,0
288,288,W Fayette St & S Clinton St,,43.048698,-76.153696,,,,,,0
292,292,E Fayette St & Montgomery St,E FAYETTE ST & MONTGOMERY ST,43.048713,-76.149204,,,,,,0
293,293,W Fayette St & S Clinton St,,43.048734,-76.153424,,,,,,0
310,310,E Fayette St & S Townsend St,,43.048594,-76.14581,,,,,,0
315,315,E Fayette St & S Townsend St,,43.048629,-76.14544,,,,,,0
317,317,Almond St & E Fayette St,,43.048645,-76.142182,,,,,,0
322,322,E Fayette St & Almond St,,43.048555,-76.142244,,,,,,0
323,323,Forman Ave & E Fayette St,,43.048714,-76.139948,,,,,,0
327,327,E Fayette St & Forman Ave,,43.048562,-76.139801,,,,,,0
330,330,E Fayette St & Irving Ave,,43.048525,-76.137826,,,,,,0
331,331,E Fayette St & Irving Ave,,43.048489,-76.137851,,,,,,0
333,333,Irving Ave & E Fayette St,,43.048417,-76.137703,,,,,,0
344,344,E Fayette St & S Crouse Ave,,43.048523,-76.136308,,,,,,0
345,345,E Fayette St & University Ave,,43.04845,-76.13447,,,,,,0
346,346,E Fayette St & S Crouse Ave,,43.048479,-76.13674,,,,,,0
347,347,E Fayette St & Walnut Ave,,43.048466,-76.131915,,,,,,0
350,350,E Fayette St & Walnut Ave,,43.048421,-76.132236,,,,,,0
351,351,E Fayette St & University Ave,,43.048495,-76.134149,,,,,,0
353,353,S Beech St & E Fayette St,,43.04848,-76.127683,,,,,,0
354,354,E Fayette St & Pine St,,43.048401,-76.129892,,,,,,0
355,355,E Fayette St & Pine St,,43.048437,-76.12962,,,,,,0
360,360,S Beech St & E Fayette St,,43.048301,-76.127646,,,,,,0
367,367,Columbus Ave & E Fayette St,,43.048367,-76.121414,,,,,,0
370,370,E Fayette St & Cherry St,,43.048315,-76.123635,,,,,,0
372,372,E Fayette St & Maple St,,43.048388,-76.125412,,,,,,0
373,373,E Fayette St & Cherry St,,43.048351,-76.123364,,,,,,0
374,374,E Fayette St & Columbus Ave,,43.048295,-76.121488,,,,,,0
376,376,E Fayette St & Allen St,,43.048273,-76.117181,,,,,,0
379,379,E Fayette St & Allen St,,43.048237,-76.117317,,,,,,0
380,380,E Fayette St & Westcott St,,43.048311,-76.119859,,,,,,0
381,381,Westmoreland Ave & E Fayette St,,43.04836,-76.114824,,,,,,0
385,385,E Fayette St & Westcott St,,43.048267,-76.120106,,,,,,0
420,420,James St & N State St,,43.05249,-76.148199,,,,,,0
421,421,James St & N Townsend St,,43.0535,-76.146112,,,,,,0
423,423,James St & N Warren St,,43.051265,-76.150854,,,,,,0
425,425,James St & N Townsend St,,43.05367,-76.145902,,,,,,0
426,426,James St & N State St,,43.052508,-76.14826,,,,,,0
431,431,James St & N McBride St,,43.054376,-76.144469,,,,,,0
432,432,James St & Catherine St,,43.055055,-76.142962,,,,,,0
435,435,Lodi St & James St,,43.056306,-76.140233,,,,,,0
438,438,James St & Lodi St,,43.05628,-76.140591,,,,,,0
442,442,James St & N McBride St,,43.054215,-76.144654,,,,,,0
443,443,James St & Highland St,,43.05729,-76.138553,,,,,,0
444,444,James St & Oak St,,43.059256,-76.134403,,,,,,0
446,446,James St & Highland St,,43.057272,-76.138454,,,,,,0
447,447,James St & Oak St,JAMES ST & OAK ST,43.059024,-76.134983,,,,,,0
449,449,Oak St & James St,,43.059256,-76.134625,,,,,,0
450,450,James St & Dewitt St,,43.060793,-76.131253,,,,,,0
451,451,James St & Dewitt St,,43.060856,-76.131277,,,,,,0
453,453,James St & Sedgwick Dr,JAMES ST & SEDGWICK DR,43.061249,-76.130363,,,,,,0
455,455,James St & Sedgwick Dr,,43.06225,-76.128412,,,,,,0
458,458,James St & Vine St,,43.062518,-76.127868,,,,,,0
459,459,James St & Vine St,,43.062357,-76.128054,,,,,,0
462,462,James St & Wegmans Plaza,,43.069789,-76.087663,,,,,,0
463,463,James St & Wilson St,,43.063447,-76.126015,,,,,,0
464,464,James St & Wilson St,,43.063304,-76.126126,,,,,,0
466,466,James St & James Heath Rd,,43.064019,-76.124866,,,,,,0
467,467,James St & James Heath Rd,,43.063876,-76.125014,,,,,,0
469,469,James St & Hampton Rd,,43.064519,-76.123705,,,,,,0
470,470,James St & Hampton Rd,,43.064573,-76.12373,,,,,,0
472,472,James St & Durston Ave,,43.062956,-76.126929,,,,,,0
476,476,James St & Durston Ave,,43.06309,-76.126769,,,,,,0
477,477,Teall Ave & James St,,43.065172,-76.122716,,,,,,0
478,478,James St & Hixson Ave,,43.065502,-76.121679,,,,,,0
479,479,James St & Rugby Rd,,43.066217,-76.120196,,,,,,0
481,481,James St & Cook Ave,,43.066807,-76.118973,,,,,,0
483,483,James St & Rugby Rd,,43.066253,-76.120258,,,,,,0
484,484,James St & Peck Ave,,43.066959,-76.118837,,,,,,0
487,487,James St & Hastings Pl,,43.067289,-76.118022,,,,,,0
491,491,James St & Clifton Pl,,43.067745,-76.117058,,,,,,0
496,496,James St & Mildred Ave,JAMES ST & MILDRED AVE,43.067959,-76.116601,,,,,,0
497,497,James St & Hixson Ave,,43.065627,-76.121531,,,,,,0
499,499,James St & Mildred Ave,,43.067986,-76.116638,,,,,,0
500,500,Shotwell Park & James St,,43.068227,-76.115601,,,,,,0
501,501,James St & Hickok Ave,,43.06853,-76.114008,,,,,,0
502,502,James St & North Ave,JAMES ST & NORTH AVE,43.068502,-76.113526,,,,,,0
506,506,James St & Hickok Ave,,43.068467,-76.114218,,,,,,0
507,507,James St & Stafford Ave,,43.068528,-76.112798,,,,,,0
511,511,James St & North Ave,,43.068565,-76.113304,,,,,,0
513,513,James St & Marlborough Rd,JAMES ST & MARLBOROUGH RD,43.068581,-76.112156,,,,,,0
515,515,James St & Forest Hill Dr,,43.068599,-76.111403,,,,,,0
516,516,James St & Marlborough Rd,,43.068644,-76.111921,,,,,,0
517,517,James St & Lillian Ave,JAMES ST & LILLIAN AVE,43.068652,-76.110662,,,,,,0
520,520,James St & Lillian Ave,,43.068714,-76.110415,,,,,,0
522,522,James St & Hillsdale Ave,,43.06873,-76.108959,,,,,,0
523,523,James St & Woodbine Ave,,43.068669,-76.110181,,,,,,0
530,530,James St & Ashdale Ave,,43.068801,-76.108378,,,,,,0
532,532,James St & S Collingwood Ave,,43.068783,-76.107638,,,,,,0
533,533,James St & S Edwards Ave,,43.068817,-76.10644,,,,,,0
534,534,James St & N Collingwood Ave,,43.068845,-76.107378,,,,,,0
539,539,James St & N Edwards Ave,,43.068906,-76.10628,,,,,,0
541,541,James St & S Midler Ave,,43.068897,-76.105416,,,,,,0
544,544,N Midler Ave & James St,,43.069031,-76.105354,,,,,,0
546,546,James St & Rigi Ave,,43.069003,-76.104045,,,,,,0
547,547,James St & Nichols Ave,,43.068958,-76.103996,,,,,,0
549,549,James St & Homecroft Rd,,43.069073,-76.102564,,,,,,0
552,552,James St & Homecroft Rd,,43.06901,-76.102774,,,,,,0
555,555,Lamson St & James St,,43.069267,-76.100058,,,,,,0
556,556,James St & Lynwood Ave,,43.069116,-76.101354,,,,,,0
558,558,James St & Plymouth Dr,,43.069133,-76.100169,,,,,,0
560,560,James St & Lamson St,,43.069195,-76.099897,,,,,,0
562,562,James St & W Milford Dr,,43.069185,-76.099058,,,,,,0
566,566,James St & Walter Dr,,43.06922,-76.098527,,,,,,0
567,567,James St & Mosley Dr,,43.06908,-76.101317,,,,,,0
568,568,James St & Walter Dr,,43.069265,-76.098441,,,,,,0
569,569,James St & E Milford Dr,,43.069334,-76.096576,,,,,,0
575,575,James St & Ridgewood Dr,,43.069412,-76.094144,,,,,,0
578,578,James St & E Milford Dr,,43.069325,-76.096268,,,,,,0
581,581,James St & Clover Ridge Dr,,43.069537,-76.093527,,,,,,0
602,602,W Genesee St & Sand St,,43.053569,-76.16782,,,,,,0
611,611,W Genesee St & N Geddes St,,43.05366,-76.170695,,,,,,0
612,612,W Genesee St & Liberty St,,43.053724,-76.173842,,,,,,0
619,619,W Genesee St & Eureka St,,43.05351,-76.175262,,,,,,0
621,621,W Genesee St & Eureka St,,43.05343,-76.175459,,,,,,0
625,625,W Genesee St & Lakeview Ave,,43.052698,-76.179471,,,,,,0
627,627,W Genesee St & Park Ave,,43.052474,-76.180347,,,,,,0
629,629,W Genesee St & Lakeview Ave,,43.052644,-76.179508,,,,,,0
632,632,W Genesee St & W Fayette St,,43.052163,-76.18363,,,,,,0
637,637,W Genesee St & W Fayette St,,43.052118,-76.183519,,,,,,0
644,644,W Genesee St & N Lowell Ave,,43.052307,-76.185173,,,,,,0
649,649,W Genesee St & Emerson Ave,CAMILLUS COMMONS DRWY,43.05237,-76.186579,,,,,,0
652,652,W Genesee St & Emerson Ave,,43.052496,-76.187727,,,,,,0
658,658,W Genesee St & Willis Ave,,43.05111,-76.191455,,,,,,0
659,659,Milton Ave & W Genesee St,,43.051825,-76.18927,,,,,,0
661,661,Milton Ave & W Genesee St,,43.052013,-76.189455,,,,,,0
663,663,W Genesee St & Willis Ave,,43.051253,-76.191221,,,,,,0
664,664,W Genesee St & Myrtle St,,43.049724,-76.195183,,,,,,0
666,666,Avery Ave & W Genesee St,,43.050502,-76.19343,,,,,,0
667,667,W Genesee St & Myrtle St,,43.049652,-76.195183,,,,,,0
668,668,Avery Ave & W Genesee St,,43.050269,-76.193221,,,,,,0
670,670,W Genesee St & Avery Ave,,43.05035,-76.193455,,,,,,0
672,672,W Genesee St & Draper Ave,,43.047657,-76.198035,,,,,,0
674,674,W Genesee St & Draper Ave,,43.04754,-76.198097,,,,,,0
680,680,W Genesee St & Fay Rd,,43.047281,-76.199245,,,,,,0
682,682,W Genesee St & Fay Rd,,43.047371,-76.199035,,,,,,0
684,684,W Genesee St & Robertson Ter,,43.047174,-76.200676,,,,,,0
689,689,W Genesee St & Pine Hill Rd,,43.047166,-76.201676,,,,,,0
692,692,W Genesee St & Cherry Rd,,43.046981,-76.212116,,,,,,0
693,693,W Genesee St & Manchester Rd,,43.047213,-76.208253,,,,,,0
694,694,W Genesee St & Manchester Rd,,43.047159,-76.20829,,,,,,0
697,697,W Genesee St & Maple Rd,,43.047052,-76.21061,,,,,,0
701,701,W Genesee St & Scarboro Dr,,43.047061,-76.211597,,,,,,0
702,702,W Genesee St & Wilshire Rd,,43.047106,-76.210339,,,,,,0
703,703,W Genesee St & Parsons Dr,CAMILLUS COMMONS DRWY,43.046892,-76.213683,,,,,,0
709,709,W Genesee St & Breakspear Rd,,43.046892,-76.214929,,,,,,0
710,710,W Genesee St & Meadow Rd,,43.046955,-76.216632,,,,,,0
712,712,W Genesee St & Breakspear Rd,,43.046839,-76.215189,,,,,,0
713,713,W Genesee St & Meadow Rd,,43.046937,-76.216879,,,,,,0
717,717,W Genesee St & Bronson Rd,,43.047188,-76.218594,,,,,,0
721,721,W Genesee St & Bronson Rd,,43.047162,-76.218829,,,,,,0
723,723,W Genesee St & Walberta Rd,,43.047753,-76.222814,,,,,,0
724,724,W Genesee St & Terry Rd,,43.047413,-76.220482,,,,,,0
727,727,W Genesee St & Westlind Rd,CAMILLUS COMMONS DRWY,43.04839,-76.229182,,,,,,0
730,730,W Genesee St & Sunnybrook Dr,,43.048328,-76.231934,,,,,,0
732,732,W Genesee St & Myrtis Rd,,43.047925,-76.234377,,,,,,0
733,733,W Genesee St & Onondaga Rd N,,43.047138,-76.238301,,,,,,0
734,734,W Genesee St & Westlind Rd,,43.048488,-76.229379,,,,,,0
735,735,W Genesee St & Myrtis Rd,,43.04797,-76.234377,,,,,,0
736,736,W Genesee St & Onondaga Rd S,,43.046959,-76.238931,,,,,,0
739,739,Onondaga Rd S & W Genesee St,,43.046923,-76.238684,,,,,,0
740,740,W Genesee St & Marion Ave,,43.046538,-76.24072,,,,,,0
747,747,W Genesee St & Marion Ave,,43.04661,-76.240621,,,,,,0
750,750,W Genesee St & Melrose Ave,,43.046189,-76.242423,,,,,,0
751,751,W Genesee St & Hunt Ave,,43.046896,-76.239461,,,,,,0
757,757,W Genesee St & Gillespie Ave,,43.045965,-76.24341,,,,,,0
760,760,W Genesee St & Scott Ave,CAMILLUS COMMONS DRWY,43.04558,-76.244718,,,,,,0
761,761,W Genesee St & Scott Ave,,43.045732,-76.244397,,,,,,0
765,765,W Genesee St & Beverly Dr,CAMILLUS COMMONS DRWY,43.045043,-76.246606,,,,,,0
767,767,W Genesee St & Turner Ave,,43.04421,-76.248864,,,,,,0
769,769,W Genesee St & Mackay Ave,,43.045213,-76.246335,,,,,,0
770,770,W Genesee St & Male Ave,,43.044828,-76.247371,,,,,,0
774,774,W Genesee St & Turner Ave,,43.044372,-76.248581,,,,,,0
776,776,W Genesee St & Yorkshire Blvd,,43.043252,-76.251382,,,,,,0
778,778,W Genesee St & Patterson Ave,,43.043924,-76.249728,,,,,,0
779,779,W Genesee St & Whedon Rd,,43.043736,-76.250111,,,,,,0
783,783,W Genesee St & Yorkshire Blvd,,43.043387,-76.251172,,,,,,0
788,788,W Genesee St & Mansfield Dr,,43.041802,-76.258008,,,,,,0
789,789,W Genesee St & Weather Ridge Dr,,43.040211,-76.289928,,,,,,0
792,792,W Genesee St & Bramley Dr,,43.041712,-76.258822,,,,,,0
793,793,W Genesee St & Stonehedge Rd,,43.041533,-76.262536,,,,,,0
796,796,W Genesee St & Clark Ln,,43.041533,-76.263424,,,,,,0
797,797,W Genesee St & Clark Ln,,43.04147,-76.263683,,,,,,0
801,801,W Genesee St & Henry Beach Dr,CAMILLUS COMMONS DRWY,43.041317,-76.267373,,,,,,0
802,802,W Genesee St & Dunning Dr,,43.041596,-76.261154,,,,,,0
803,803,W Genesee St & Dunning Dr,,43.041667,-76.260895,,,,,,0
806,806,W Genesee St & Vanida Dr,,43.041326,-76.268693,,,,,,0
807,807,W Genesee St & Hinsdale Rd,CAMILLUS COMMONS DRWY,43.041389,-76.265386,,,,,,0
809,809,W Genesee St & Hinsdale Rd,,43.041479,-76.265115,,,,,,0
810,810,W Genesee St & Kasson Rd,,43.04111,-76.274406,,,,,,0
811,811,S Salina St & E Brighton Ave,S SALINA ST & E BRIGHTON AVE,43.020929,-76.143076,,,,,,0
812,812,W Genesee St & Henry Beach Dr,,43.04138,-76.267126,,,,,,0
815,815,W Genesee St & Kasson Rd,,43.041047,-76.274677,,,,,,0
816,816,W Genesee St & Knowell Rd,,43.040939,-76.277269,,,,,,0
818,818,W Genesee St & Knowell Rd,,43.040993,-76.276997,,,,,,0
823,823,W Genesee St & Sharon Ln,,43.040831,-76.279773,,,,,,0
824,824,W Genesee St & Pool Rd,,43.040867,-76.279983,,,,,,0
831,831,W Genesee St & Camillus Dr,CAMILLUS COMMONS DRWY,43.040759,-76.281279,,,,,,0
836,836,W Genesee St & Barclay Rd,,43.040489,-76.286078,,,,,,0
838,838,W Genesee St & Camillus Park Dr,,43.040822,-76.281057,,,,,,0
840,840,W Genesee St & Winding Way,,43.040768,-76.282253,,,,,,0
841,841,W Genesee St & Tadsworth Cir,,43.040705,-76.282488,,,,,,0
843,843,W Genesee St & Sylvan Way,,43.040022,-76.291705,,,,,,0
844,844,W Genesee St & Weather Ridge Dr,,43.040139,-76.290298,,,,,,0
847,847,Medical Center West 5700 W Genesee St,,43.039968,-76.292852,,,,,,0
848,848,W Genesee St & Barclay Rd,,43.040247,-76.289114,,,,,,0
850,850,W Genesee St & Rebhahn Dr,,43.039905,-76.293049,,,,,,0
851,851,W Genesee St & Sylvan Way,,43.04004,-76.292099,,,,,,0
854,854,W Genesee St & Windcrest Dr,,43.039806,-76.295283,,,,,,0
855,855,W Genesee St & Windcrest Dr,,43.03977,-76.295554,,,,,,0
858,858,W Genesee St & Munro Dr,,43.040092,-76.296825,,,,,,0
861,861,W Genesee St & Sherwood Ave,,43.039428,-76.300822,,,,,,0
868,868,Genesee St & Leroy St,,43.039049,-76.306214,,,,,,0
869,869,Genesee St & Leroy St,,43.039094,-76.30593,,,,,,0
875,875,Genesee St & Bingham Pl,,43.039122,-76.304252,,,,,,0
882,882,Genesee St & North St,,43.038941,-76.309508,,,,,,0
885,885,Camillus Village Hall,,43.038914,-76.309089,,,,,,0
891,891,Genesee St & Maple Dr,,43.038205,-76.312247,,,,,,0
899,899,Kasson Rd & Carol Dr,,43.032104,-76.273798,,,,,,0
900,900,Kasson Rd & Partridgeberry Dr,,43.035228,-76.273984,,,,,,0
904,904,Kasson Rd & Oakridge Dr,,43.035076,-76.274046,,,,,,0
906,906,Kasson Rd & Corporal Welch Rd,,43.027646,-76.273895,,,,,,0
907,907,Kasson Rd & Corporal Welch Rd,,43.027852,-76.273883,,,,,,0
909,909,Kasson Rd & Howlett Hill Rd,,43.016134,-76.270116,,,,,,0
911,911,Howlett Hill Rd & Kasson Rd,,43.015982,-76.270227,,,,,,0
912,912,Howlett Hill Rd & Kasson Rd,,43.016027,-76.269758,,,,,,0
914,914,Kasson Rd & Carol Dr,,43.031898,-76.273711,,,,,,0
915,915,Howlett Hill Rd & Youth Center Rd,,43.016231,-76.277776,,,,,,0
916,916,Howlett Hill Rd & Aitchison Rd,,43.01606,-76.282932,,,,,,0
917,917,Howlett Hill Rd & Beef St,,43.016186,-76.278047,,,,,,0
920,920,Howlett Hill Rd & City View Dr,,43.015988,-76.284905,,,,,,0
921,921,Howlett Hill Rd & Aitchison Rd,,43.015997,-76.283154,,,,,,0
922,922,Howlett Hill Rd & City View Dr,,43.015916,-76.285164,,,,,,0
926,926,Howlett Hill Rd & NE Townline Rd,,43.014357,-76.29043,,,,,,0
927,927,Howlett Hill Rd & NE Townline Rd,,43.014258,-76.290862,,,,,,0
929,929,Howlett Hill Rd & Munro Rd,,43.013599,-76.304688,,,,,,0
930,930,Howlett Hill Rd & Munro Rd,,43.013662,-76.304318,,,,,,0
932,932,Howlett Hill Rd & Frank Gay Rd,,43.013364,-76.310509,,,,,,0
933,933,Howlett Hill Rd & Frank Gay Rd,,43.013283,-76.31099,,,,,,0
935,935,Howlett Hill Rd & Dunbar Woods Rd,,43.012697,-76.318365,,,,,,0
938,938,Dunbar Woods Rd & Howlett Hill Rd,,43.012635,-76.318353,,,,,,0
949,949,Onondaga Rd S & E Kimberly Dr,,43.044013,-76.236611,,,,,,0
976,976,Onondaga Rd S & Beverly Dr,,43.040342,-76.234033,,,,,,0
979,979,Onondaga Rd S & Westholm Blvd,,43.038158,-76.232479,,,,,,0
989,989,Fay Rd & W Manchester Rd,,43.035431,-76.208297,,,,,,0
1001,1001,Fay Rd & E Corey Rd,,43.039234,-76.202335,,,,,,0
1018,1018,Howlett Hill Rd & Harris Rd,,43.012187,-76.227538,,,,,,0
1021,1021,Harris Rd & Howlett Hill Rd,,43.012393,-76.227353,,,,,,0
1024,1024,Harris Rd & Split Rock Rd,,43.0219,-76.225291,,,,,,0
1028,1028,Harris Rd & Split Rock Rd,,43.022007,-76.225266,,,,,,0
1031,1031,W Genesee St & Charles Ave,,43.048462,-76.196875,,,,,,0
1043,1043,Delaware St & W Onondaga St,,43.035483,-76.164559,,,,,,0
1045,1045,Onondaga Ave & Tallman Ave,,43.035357,-76.164349,,,,,,0
1046,1046,Tallman St & W Onondaga Ave,,43.035465,-76.164226,,,,,,0
1047,1047,W Onondaga St & Delaware St,,43.035563,-76.164238,,,,,,0
1048,1048,Onondaga Ave & Bellevue Ave,,43.033155,-76.164734,,,,,,0
1051,1051,Onondaga Ave & Bellevue Ave,,43.03346,-76.164968,,,,,,0
1054,1054,S Geddes St & Arden Dr,,43.021604,-76.174407,,,,,,0
1058,1058,Glenwood Ave & Bellevue Ave,,43.029132,-76.192633,,,,,,0
1075,1075,Stolp Ave & Roberts Ave,,43.030152,-76.172177,,,,,,0
1076,1076,Stolp Ave & Roberts Ave,,43.030232,-76.17177,,,,,,0
1085,1085,Glenwood Ave & Wellesley Rd,,43.019748,-76.169277,,,,,,0
1087,1087,Glenwood Ave & Wellesley Rd,,43.019792,-76.169006,,,,,,0
1088,1088,South Ave & Bellevue Ave,,43.03342,-76.158799,,,,,,0
1093,1093,Milton Ave & Erie Blvd W,,43.059152,-76.197731,,,,,,0
1099,1099,Grant Blvd & Darlington Rd,,43.072427,-76.136048,,,,,,0
1104,1104,3rd St & Woods Rd,,43.060267,-76.212973,,,,,,0
1114,1114,Fairmount Fair,,43.047585,-76.234278,,,,,,0
1125,1125,Butternut St & 1st North St,,43.067186,-76.143314,,,,,,0
1127,1127,Butternut St & 1st North St,,43.06724,-76.143376,,,,,,0
1132,1132,Pond St & 1st North St,,43.069286,-76.149002,,,,,,0
1133,1133,Pond St & 1st North St,,43.0695,-76.148915,,,,,,0
1134,1134,Pond St & Grant Blvd,,43.073178,-76.146083,,,,,,0
1137,1137,Grant Blvd & Pond St,,43.073285,-76.146231,,,,,,0
1138,1138,Grant Blvd & Pond St,,43.073276,-76.14591,,,,,,0
1142,1142,Grant Blvd & Kirkpatrick St,,43.074022,-76.149649,,,,,,0
1145,1145,Grant Blvd & Kirkpatrick St,,43.074022,-76.149983,,,,,,0
1149,1149,Milton Ave & Bailey St,,43.058014,-76.229698,,,,,,0
1151,1151,Bellevue Ave & Fay Rd,,43.028504,-76.214494,,,,,,0
1152,1152,Park St & Kirkpatrick St,,43.06732,-76.155078,,,,,,0
1154,1154,Park St & Kirkpatrick St,,43.067249,-76.154769,,,,,,0
1157,1157,Milton Ave & Cogswell Ave,,43.061969,-76.218884,,,,,,0
1161,1161,Park St & John St,,43.064172,-76.147108,,,,,,0
1162,1162,Park St & John St,,43.064226,-76.147392,,,,,,0
1163,1163,John St & Park St,,43.064101,-76.147232,,,,,,0
1166,1166,Dudley St & W Onondaga St,,43.034215,-76.170001,,,,,,0
1169,1169,John St & Lodi St,,43.0613,-76.149371,,,,,,0
1171,1171,Lodi St & John St,,43.061175,-76.149384,,,,,,0
1173,1173,Dudley St & Delaware St,,43.0369,-76.168703,,,,,,0
1174,1174,Lodi St & John St,,43.061255,-76.149532,,,,,,0
1176,1176,Lodi St & Ash St,,43.060771,-76.148532,,,,,,0
1179,1179,McCool Ave & E Yates St,MCCOOL AVE & E YATES ST,43.065851,-76.067219,,,,,,0
1180,1180,Woods Rd & 3rd St,,43.060222,-76.2128,,,,,,0
1187,1187,Ash St & N Townsend St,,43.059914,-76.150829,,,,,,0
1193,1193,N Townsend St & Union Ave,,43.056268,-76.148156,,,,,,0
1197,1197,N Townsend St & Union Ave,,43.056133,-76.147959,,,,,,0
1205,1205,Chemung St & Avery Ave,,43.05669,-76.197918,,,,,,0
1208,1208,Avery Ave & Chemung St,,43.05669,-76.197708,,,,,,0
1209,1209,Prospect Ave & E Willow St,,43.053949,-76.147888,,,,,,0
1210,1210,Chemung St & Avery Ave,,43.056833,-76.197696,,,,,,0
1211,1211,Avery Ave & Tompkins St,,43.045165,-76.189671,,,,,,0
1212,1212,E Willow St & Prospect Ave,,43.053779,-76.147851,,,,,,0
1215,1215,E Willow St & N Warren St,,43.05234,-76.151099,,,,,,0
1222,1222,Tompkins St & Avery Ave,,43.045156,-76.189424,,,,,,0
1229,1229,Oak St & Sidney St,,43.065533,-76.136182,,,,,,0
